letter,line,decision,confidence,cue,ratio,prev_len,page_measure,prev_line,context
49,3699,break,high,short_line+column,0.25,13,51,v Triebenfeld,Kontop
49,3700,break,high,short_line+column,0.12,6,51,Kontop,den 20ten Marz
49,3701,break,high,short_line+column,0.27,14,51,den 20ten Marz,1809.
50,3709,run,review,short_line,0.13,5,39,guter,"wir ein Herzugthum Warschau belegen, gaben"
50,3711,run,review,short_line,0.08,3,39,mit,laßen mit 3125 Rthl schuldig geworden.
50,3729,break,high,short_line,0.56,22,39,haben wolle aufnehmen.,Die Papiere standen sehr niedrig indes zwang dem
50,3732,break,high,short_line,0.28,11,39,zu genügen.,In der Folge sandte ich zur Abmachung dieser Sache
50,3739,run,review,short_line,0.21,8,39,dermalen,"erhalten hat, worauf er nun den von Truben"
50,3768,break,high,short_line,0.13,5,38,habe.,Pf ersterbe
50,3769,break,high,short_line+column,0.29,11,38,Pf ersterbe,Ewr Konig Majestät
50,3770,break,high,short_line+column,0.47,18,38,Ewr Konig Majestät,Schlawenschitz
50,3771,break,high,rubric+short_line,0.37,14,38,Schlawenschitz,d. 8. April
50,3773,break,high,short_line,0.13,5,38,1809.,allergehorsamster
51,3777,break,high,short_line+column,0.38,23,60,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
51,3778,break,high,short_line,0.43,26,60,Gnädigster Fürst und Herr!,"Noch ist das Eysen nicht hier, da indes die Execution aufgehoben ist, "
51,3783,break,high,short_line,0.57,34,60,Neues Gesetz vieles vorbeugen kan.,das neue Decret über den neuen Arrestschlag in Wohlen hatte ich schon
51,3792,run,review,short_line,0.07,4,60,brut,machen sonsten Confiscirt die Pohlen und nach das Geld - ich fürchte d
51,3806,break,high,short_line,0.29,12,41,sein können.,An Neuigkeiten bin ich heut so arm als ein wandernder Pilger an Münze
51,3810,run,review,short_line,0.22,9,41,"wird, ist",1 daß Fürst Hohenzollern in oder unter Leipzig mit sein Corps
51,3812,break,high,rubric+short_line,0.29,12,41,stehen soll.,2. daß in Baiern ein sehr ernsthaftes Gefecht zu Gunsten der
51,3814,run,review,short_line,0.17,7,41,gewesen,"Osterreicher sein soll, nach welchen diese München besezt haben."
51,3820,break,high,short_line+column,0.63,26,41,bald wieder zu Füßen legen,"zu können, und beweise meiner"
51,3821,run,review,short_line,0.71,29,41,"zu können, und beweise meiner",treueste Anhänglichkeit und der ließten Ehrfurcht darzubringen
51,3823,run,review,short_line,0.46,19,41,in der ich ersterbe,Ewr Hochfürstliche Durchlaucht
51,3825,run,review,short_line,0.68,28,41,Eben erhalte ich einen Brief,Honrichs komt - Noch ist dorten
51,3830,break,high,short_line+column,0.59,24,41,treu gehorſamſter Diener,v Triebenfeld
51,3831,break,high,short_line+column,0.32,13,41,v Triebenfeld,Kontop
51,3832,break,high,short_line+column,0.15,6,41,Kontop,den 21ten April
51,3833,break,high,short_line+column,0.37,15,41,den 21ten April,1809
52,3837,break,high,short_line+column,0.34,23,68,Dorchlauchtigster Fürst,Gnädigster Fürst und Herr!
52,3838,break,high,short_line,0.38,26,68,Gnädigster Fürst und Herr!,Ewr Hochfürstliche Durchlaucht Schreiben habe ich nebst den Beilagen I
52,3844,run,review,short_line,0.66,45,68,"tragen, mit dem ich jezt in der Sache arbeite","des Herrn J M v. Beym Excq scheinen und es sehr auf der Form zu sehen,"
52,3848,run,review,short_line,0.04,3,68,mit,Mann den ich zu gekannt habe und der gewiß alles anworden wird und
52,3850,break,high,short_line,0.32,22,68,zum Ziele zu gelangen.,Von Politischen Neuigkeiten darf durchaus hier nichts gesprochen werde
52,3863,break,high,short_line+column,0.44,30,68,Ewr Hochfürstliche Durchlaucht,Konigsberg
52,3864,break,high,rubric+short_line,0.15,10,68,Konigsberg,d. 3ten May
52,3866,break,high,short_line,0.07,5,68,1809.,treu gehorsamster Diener
52,3867,break,high,short_line+column,0.35,24,68,treu gehorsamster Diener,v Triebenfeld
53,3871,break,high,short_line+column,0.32,23,71,Durchlauchtigſter Fürſt,Gnädigster Fürst und Herr!
53,3872,break,high,short_line,0.37,26,71,Gnädigster Fürst und Herr!,Euer Hochfürstliche Durchlaucht beide Schreiben vom 24ten und 29ten v.
53,3878,break,high,short_line,0.13,9,71,erwartet.,In Ansehung Ewr Durchlaucht Häuslichen Angelegenheiten und besonders w
53,3881,break,high,short_line,0.55,39,71,"vor der Hand wünschen können, erfolgen.",An betref der Krieges Geschichten da ſind Ewr Durchlaucht Selbſt ſchul
53,3886,break,high,short_line,0.2,14,71,machen sollen.,Ewr Durchlaucht redlichſter und treueſten Freund hier iſt der wahrhaft
53,3894,break,high,short_line,0.65,46,71,Major Pirch lenckt und auf die Pointe hingegt.,Massenbach hat an Sr Majestät geschrieben und um Beendigung seiner Sac
53,3903,break,high,short_line+column,0.62,41,66,"ernsten risquiren, daß der Staab über die",zubrochen wird - Mann weicht
53,3904,break,high,short_line+column,0.42,28,66,zubrochen wird - Mann weicht,durchaus nicht von der Form-
53,3911,run,review,short_line,0.71,47,66,Armee schon jezt total aufgerieben sein solte —,Eben so scheint die Muße Erklärung nicht so arg zu sein die der Er Con
53,3916,run,review,short_line,0.47,31,66,handlungen nicht einlaßen kan -,Schill hat nach den gestern hier eingegangenen Nachrichten schon ein s
53,3922,run,review,short_line,0.24,16,66,versahm Diescion,Nochmals bitte ich Ewr Durchlaucht herzig - Schreiben Sie an den Monar
53,3925,break,high,short_line,0.52,34,66,Wünsche in Erfüllung gehen werden.,Ehrknechtsvoll verharre ich als
53,3926,break,high,short_line+column,0.47,31,66,Ehrknechtsvoll verharre ich als,Ewr Hochfürstliche Durchlaucht
53,3927,break,high,short_line+column,0.45,30,66,Ewr Hochfürstliche Durchlaucht,"Königsberg,"
53,3928,break,high,rubric+short_line,0.17,11,66,"Königsberg,",d. 13ten May
53,3930,break,high,short_line+column,0.06,4,66,1809,treu unterthäniger Dies
53,3931,break,high,short_line+column,0.35,23,66,treu unterthäniger Dies,Peter
54,3935,break,high,short_line+column,0.35,23,66,Durchlauchtigster Fürst,Gnädigster Fürſt und Herr!
54,3936,break,high,short_line,0.39,26,66,Gnädigster Fürſt und Herr!,Die mir von Ewr Hochfürstliche Durchlaucht gnädigst überſchickten 100 
54,3952,break,high,short_line,0.33,22,66,wegen Lahr heraus kam.,"Ehr Hochfürstliche Durchlaucht bitte ich um Gottes willen, es nur dies"
54,3974,run,review,short_line,0.59,38,64,ich kan dan sehr viel Gutes bewürken —,Wegen kan der Lahn habe ich so eben auch diese Beilagen erhalten
54,3993,break,high,short_line,0.54,29,54,und dies trift mir eben jezt.,Nachmahls bitte ich Ewr Durchlaucht flehentlich schicken Sie
54,4005,run,review,short_line,0.43,23,54,1000 Lentl Eysen wieder,Sie geruhen es aber bis Bogadel bey Grüneberg zu Schiffern
54,4011,break,high,short_line,0.22,12,54,bis Boyadel.,zu tiefsten Respect ersterbe.
54,4012,break,high,short_line,0.54,29,54,zu tiefsten Respect ersterbe.,Ewer Hochfürstliche Durchlaucht
54,4013,break,high,short_line+column,0.57,31,54,Ewer Hochfürstliche Durchlaucht,Die Antwort von v. d. Jahr ist mit
54,4014,break,high,short_line+column,0.63,34,54,Die Antwort von v. d. Jahr ist mit,Amelange Bruch in Kontop bey
54,4015,break,high,short_line+column,0.52,28,54,Amelange Bruch in Kontop bey,"geblieben, ich werde selbigen mit"
54,4016,break,high,short_line+column,0.61,33,54,"geblieben, ich werde selbigen mit",erster Post unterthänigst überrauchen
54,4017,break,high,short_line+column,0.69,37,54,erster Post unterthänigst überrauchen,Glogau
54,4018,break,high,short_line+column,0.11,6,54,Glogau,den 21ten März
54,4019,break,high,short_line+column,0.26,14,54,den 21ten März,1809.
54,4020,break,high,short_line,0.09,5,54,1809.,treu gehorsamster Diener
54,4021,break,high,short_line+column,0.44,24,54,treu gehorsamster Diener,v Triebenfeld
55,4025,break,high,short_line+column,0.3,24,80,"Durchlauchtigster Fürst,",gnädigſter Fürſt und Herr!
55,4026,break,high,short_line,0.33,26,80,gnädigſter Fürſt und Herr!,In diesem Augenblick als ich von Platz retournire finde ich Ewer Hochf
55,4035,break,high,short_line,0.31,25,80,3 fachen Gewinn gewähren.,Gratſt Tötzen empfiehlt ſich zu Gnaden freut ſah über die Colonnasche 
55,4037,run,review,short_line,0.49,39,80,Zeugen abgeben – daß ihm Colonna gesagt,"Er habe die Königin als Tochter angenommen, und ihr ſein ganzes Haabe "
55,4046,run,review,short_line,0.23,18,80,fentlich erzählt –,daß Reibnitz und die Regierungs Räthe in Brieg alle gehängt werden müß
55,4053,break,high,short_line+column,0.38,32,84,"im Sache, den nach dem Landrecht",steht § 165 Tit XII. Th. I fast
55,4054,run,review,short_line,0.37,31,84,steht § 165 Tit XII. Th. I fast,"Legate, welche den zwanzigsten Theil des Nachlaßes wahrscheinlich, ode"
55,4067,break,high,short_line+column,0.31,26,84,der Brief deßen Hand sey –,"Das ist nicht wahr, die Gräfin Henckel auf"
55,4068,run,review,short_line,0.5,42,84,"Das ist nicht wahr, die Gräfin Henckel auf",Schimanowicz hat den Brief geschrieben und alles an der Fürſtin Sachen
55,4083,break,high,short_line,0.39,33,84,Eclat zur Publizität bringen kan.,Ich habe nun den Vorschlag gemacht – die Königin nimmt die Güter die A
55,4091,break,high,short_line,0.55,42,76,ter die 150000 Rthl wieder vom sich geben.,"Ich habe Graf Poten ein Schreiben an der Königin aufgesezt, worin er i"
55,4115,break,high,short_line,0.57,43,76,in Schlesien und die Gränzen bereisen wird.,"Ein unter seinen Regiment gestandener Officier ist mit ihm zu Cosmar, "
55,4139,break,high,short_line+column,0.62,22,36,vernünftigen Recherche,Breslau
55,4140,break,high,short_line+column,0.2,7,36,Breslau,d 12ten April
55,4141,break,high,short_line+column,0.37,13,36,d 12ten April,1809.
55,4142,break,high,short_line,0.14,5,36,1809.,Frau gehorsamster Diener
55,4143,break,high,short_line+column,0.68,24,36,Frau gehorsamster Diener,v Triebenfeld
56,4147,break,high,short_line+column,0.32,23,71,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
56,4148,break,high,short_line,0.37,26,71,Gnädigster Fürst und Herr!,Noch bis jezt laure ich vergeblich auf die Ankunft des Eysens und verz
56,4176,break,high,short_line,0.29,13,46,nehmen müßen.,An dH General von Zastrow hat der König einen eigenhändigen äußerst
56,4179,break,high,short_line,0.33,15,46,duld verwiesen.,Ich brenne vor Begmode in Königiberg bald alles ausführlich zu erfahre
56,4184,break,high,short_line+column,0.66,30,46,Ewr Hochfürstliche Durchlaucht,Kontop d 20ten April
56,4185,break,high,short_line+column,0.44,20,46,Kontop d 20ten April,1809.
56,4186,break,high,short_line,0.11,5,46,1809.,treu gehorſamſter Knecht
56,4187,break,high,short_line+column,0.53,24,46,treu gehorſamſter Knecht,v Triebenfeld
56,4195,break,high,short_line,0.44,32,72,ich die Eracht Kosten hernehmen.,Michaelis erhält 600 Rthl Eysen diese Kosten über 240 Rthl Fracht und 
56,4200,break,high,short_line,0.44,32,72,die Kosten mehr betragen werden.,Schon habe ich alles aufgeboten um Reise Geld aufzutreiben noch ist es
57,4212,break,high,short_line+column,0.32,23,71,Durchlauchtigſter Fürſt,Gnädigster Fürst und Herr!
57,4213,break,high,short_line,0.37,26,71,Gnädigster Fürst und Herr!,Ewr Hochfürstliche Durchlaucht nach meiner Würckkunft persönlich Rappo
57,4220,run,review,short_line,0.14,10,71,das Obsezt,"Ewr Durchlaucht, da Sie Kummer kennen, und ein gefühl volles Herz habe"
57,4243,run,review,short_line,0.23,17,73,Aufträge ertheilt,In Betreif Eine Durchlaucht militairischen Angelegenheiten – So habe i
57,4245,run,review,short_line,0.7,51,73,vieles geschrieben. Mündlich kan ich nur mehr sagen,"Das Facultät ist, daß wann Ihre Sache entschieden ist Ewr Durchlaucht "
57,4262,break,high,short_line,0.45,33,73,ich hoffe nun allewege das beste.,Die Politischen Sachen stehen gut — Wann nur Gott den Österreichern Gl
57,4271,run,review,short_line,0.32,21,65,Nachrichten einsenden,"Morgen eile ich nach Kalisz um meinen echapirten jüngsten Sohn, der zu"
57,4276,break,high,short_line,0.66,43,65,der König mit jezt Südpreußen gerne zurück.,Der Erzherzog Ferdinand schickte Falkenhausen der jezt in seiner
57,4282,run,review,short_line,0.23,15,65,sich so manches,Die sogenannten Tugend Freunde oder Schwarzen Brüder machen jezt
57,4286,run,review,short_line,0.22,14,65,die Alten sind,Die Dinastie stärzen nötig democratische Regierung einführen war
57,4291,break,high,short_line,0.38,25,65,das alles zu redressiren.,Es sind deren mehrere die wie man sagt um der Kronebühlten
57,4294,break,high,short_line,0.56,39,70,den großen Anfang soll der M St. Haben.,"Die Sache hätte käme, ſehr gefährlich für den guten König und das Land"
57,4300,break,high,short_line,0.3,21,70,dem Staube zu machen.,"Sein Brief an den König, nach seiner Flucht geschrieben, soll das Non"
57,4304,run,review,short_line,0.24,17,70,nicht anvertrauen,"wäre mir nicht der Koster mit Geld, Kleidung, und Wäsche gestohlen was"
57,4320,break,high,short_line+column,0.63,44,70,wollen Sie mich haben so schicken Sie höchst,Ehrfurchtsvoll ersterbe ich als
57,4321,break,high,short_line+column,0.44,31,70,Ehrfurchtsvoll ersterbe ich als,Ewr Durchlaucht
57,4322,break,high,short_line+column,0.21,15,70,Ewr Durchlaucht,Schweiner
57,4323,break,high,short_line+column,0.13,9,70,Schweiner,7ten May 1809.
57,4324,break,high,short_line,0.2,14,70,7ten May 1809.,treuſter Diener
57,4325,break,high,short_line+column,0.21,15,70,treuſter Diener,v Triebenfeld
58,4329,break,high,short_line+column,0.35,23,65,Durchlauchtigſter Fürſt,Gnädigster Fürst und Herr!
58,4330,break,high,short_line,0.4,26,65,Gnädigster Fürst und Herr!,Ew. Hochfürstliche Durchlaucht Schreiben nebst die 50 Fr der habe ich 
58,4383,break,high,short_line,0.36,21,59,alles risquiren will.,Nach den von den Franzoßen verlohren Schlachten stechen sie zwar die K
58,4387,run,review,short_line,0.69,41,59,"organibus aufrufen soll, ihr König werden",Inzwischen zähle ich auf einem Zwist dem Liste Telung und bis Velun
58,4392,break,high,short_line,0.64,38,59,"mehr könte, und würden sie nicht thun.",Bey uns ſchlummert alles nur die Tugend Freunde und ſcharze Brüder
58,4396,break,high,short_line,0.49,29,59,daß ich mit einsenden können.,zu läufftens 10 Tagen lege ich Höchst denenselbe mich persönlich
58,4403,break,high,short_line+column,0.46,27,59,Ehrfurchtsvoll ersterbe als,Ewr Hochfürstliche Durchlaucht
58,4404,run,review,short_line,0.51,30,59,Ewr Hochfürstliche Durchlaucht,In Sudpreußen wird Ewr Durchlaucht von Mühe und
58,4409,break,high,short_line,0.46,27,59,Breslau den 3ten Juny 1809.,treu gehorsamster Diener
58,4410,break,high,short_line+column,0.41,24,59,treu gehorsamster Diener,v Triebenfeld
59,4414,break,high,short_line+column,0.31,23,74,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
59,4415,break,high,short_line,0.35,26,74,Gnädigster Fürst und Herr!,Seit meiner Rückkunft aus Königsberg habe ich noch keine ruhige Stunde
59,4418,break,high,short_line,0.67,49,74,Die gröste Noth drängt mich bis zur Verzweiflung.,"Kontoppwind fortwährend sequestrirt, es fehlen mich hier circa 2000 Rt"
59,4449,break,high,short_line,0.66,49,74,vollends gestürzt und zu Grunde gerichtet werden.,Ich habe die uns doch würde Gefahr und alle diese Übel in meinen Beric
59,4455,break,high,short_line,0.28,21,74,graben entgegen sehn.,"Mein einziges Bestreben ist jezt die 4560 Rthl zu erhalten, um meine G"
59,4479,break,high,short_line,0.66,51,77,führen und so jeden ehrlichen geraden Kerl stürzen.,Genug der Herr wurden Ewr Durchlaucht fürchte ich hierdurch schon ermü
59,4500,break,high,short_line,0.69,46,67,fürchten von dieser Seite eine arge Explosion.,"Über Waßlands Benehmen sind die Meinungen sehr verschieden, mann fürch"
59,4502,break,high,short_line,0.6,40,67,daß Rußland auch gegen uns Marque macht.,"Gott gebe nur dem E. H. Carl Glück, Schlägt dieser Prinz noch nunmehr "
59,4506,break,high,short_line+column,0.31,21,67,"affaire, wann aber in","animmt, aber Schloßen und Sachsen sich zueignet."
59,4507,break,high,short_line,0.72,48,67,"animmt, aber Schloßen und Sachsen sich zueignet.",Konstantin dagegen ganz Pohlen Preußen Pommern und Schleifen bis an de
59,4510,break,high,short_line,0.43,29,67,Türken garantirt werden soll.,"Die Pöhlen wollen sich noch nicht zum Ziele legen – hier werbe, und ar"
59,4528,break,high,short_line+column,0.43,29,67,zu ließter Ehrfurcht ersterbe,Ewr Hochfürstliche Durchlaucht
59,4529,break,high,short_line+column,0.45,30,67,Ewr Hochfürstliche Durchlaucht,Kontop
59,4530,break,high,rubric+short_line,0.09,6,67,Kontop,d. 11ten July 1809.
59,4532,break,high,short_line+column,0.34,23,67,treugehorsamster Diener,v Triebenfeld
60,4536,break,high,short_line+column,0.34,23,68,Durchlauchtigster Fürst,Gnädigster Fürst und Herr
60,4537,run,review,short_line,0.37,25,68,Gnädigster Fürst und Herr,Mit blutenden Herzen muß ich Ewr Hochfürstliche Durchlaucht nun doch m
60,4540,break,high,short_line,0.68,46,68,Beschlag genommen um die Güter zu sequentiren.,Der Wucherische von der Lahr hatte dies nachgesucht weil die ihm gesan
60,4555,run,review,short_line,0.68,46,68,ich nie auf mein sondern fremdes Intresse sehr,Ich scheine mich unter Wenschen zu gehen ich lebe wie ein Wilder in
60,4572,break,high,short_line+column,0.59,40,68,hier und in Schweinern die Sequestration,erhängt ist - Man Credit ist
60,4573,run,review,short_line,0.41,28,68,erhängt ist - Man Credit ist,"jezt ganz hin, ich bekommen nicht 100 Rthl und muß darbey"
60,4583,break,high,short_line,0.44,30,68,"Hülfe, Kosten, Kummer umförge.","Ich würde Holz Bretter und Produkte haben um Geld zu erhalten, aber"
60,4586,run,review,short_line,0.26,18,68,balnegt - ich soll,"Absolut zuvor, die Lehrsche Sache an dem die 1860 Rthl bezahlen den"
60,4605,break,high,short_line,0.25,18,71,selbst verhungern.,Ewer Durchlaucht sind noch der Einzige den ich jetzt auf diesen Erdenr
60,4611,break,high,short_line,0.17,12,71,befriedigen.,"wäre es Ewr Durchlaucht möglich die 1800 Rthl dorten aufzutreiben, so"
60,4630,break,high,short_line+column,0.43,23,53,Ehrfurchtsvoll ersterbe,Ewr Durchlaucht
60,4631,break,high,short_line+column,0.28,15,53,Ewr Durchlaucht,unterthäniger Diener
60,4632,break,high,short_line+column,0.38,20,53,unterthäniger Diener,v Triebenfeld
60,4633,break,high,short_line+column,0.25,13,53,v Triebenfeld,Kontop
60,4634,break,high,short_line+column,0.11,6,53,Kontop,d 4tn August
60,4635,break,high,short_line+column,0.23,12,53,d 4tn August,1809.
61,4639,break,high,short_line+column,0.26,17,65,Wohlgeborner Herr,Hochzuverehrender Herr Hofrath.
61,4640,break,high,short_line,0.48,31,65,Hochzuverehrender Herr Hofrath.,Ewr Wohlgeborn höchst verehrtes Schreiben erhielt ich heute per Expres
61,4659,run,review,short_line,0.2,13,65,fremd gewesen,Theurer Freund - es sind 1800 Rthl die mich von Schande und Spott
61,4672,break,high,short_line,0.45,28,62,verschuldet leide überdenke.,Hier sind die Güter durch das bruit was ich ewigen der Lahrschen Gesch
61,4679,run,review,short_line,0.39,24,62,Hilfe sie Durchlaucht an,Ich würde ihm ja gerne dafür wieder Lebeseeligkeit und alles
61,4681,run,review,short_line,0.71,44,62,"opfern, wann der Herr nur dies für mich thut","Sorgen Ewr Wohlgeborn, also wann es Ihnen in der Welt,"
61,4685,run,review,short_line,0.56,35,62,Diese Hülfe aber verlaste ich alles,"Mit danns baren Herzen, und wahrer Hochachtung werde ich stets"
61,4687,break,high,short_line+column,0.06,4,62,sein,Euer Wohlgeborn
61,4688,break,high,short_line+column,0.24,15,62,Euer Wohlgeborn,Kontop den 31ten August
61,4689,break,high,short_line+column,0.37,23,62,Kontop den 31ten August,1809.
61,4690,break,high,short_line,0.08,5,62,1809.,treuergebener Freund und Diener
61,4691,break,high,short_line+column,0.5,31,62,treuergebener Freund und Diener,v Triebenfeld
62,4712,run,review,short_line,0.21,17,82,im Massakrop 1156,"Solten indes die Posten würklich schuld sein, so geruhen Ewr Durchlauc"
63,4718,break,high,short_line+column,0.35,23,66,Durchlauchtigster Fürst,Gnädigster Fürst und Herr
63,4719,run,review,short_line,0.38,25,66,Gnädigster Fürst und Herr,So eben war ich im Begriff an Ewr Hochfürstliche Durchlaucht per Expre
63,4741,break,high,short_line,0.51,34,66,umsomehr als das von dort weg ist.,"In Pohlen geht es bunt her, mein Bemühen Geld von daher zu schaffen wa"
63,4747,break,high,short_line,0.63,42,66,hier abgehe die allerschleunigste Antwort.,Ich glaube daß man den sind Preefect der die Güter kaufen will nicht z
63,4752,break,high,rubric,0.83,55,66,diese gewalthätig sich zugeeigneten Güter zu entreißen.,"3. Mit aller Macht darauf zu halten, daß die Gelder den die Sequestrat"
63,4757,break,high,short_line,0.33,22,66,zu rückgewiesen werde.,"Provisorisit gabe ich Henrichs dazu die Vollmacht, aber ich muß"
63,4801,break,high,short_line,0.39,21,54,ger Beschwörz könten.,Dieses gerichtlich schriftliche Erkenntnis der durch Heiler und
64,4812,run,review,short_line,0.51,29,56,traurigsten Folgen bezürchtet,"Ob ich gleich diese Sachen zu Exp zu senden bötte alle Eile empfehle,"
64,4826,run,review,short_line,0.6,34,56,gebe aber erst etwan nach 35 Jahre,"Ich muß, wenn ich nur das Reise Geld auftreibe, absolut nach"
64,4832,break,high,short_line,0.69,39,56,doch einer von die Ver: Freunde helfen.,Hätte ich Geld - hätter ich nur wenigstens Pferde so flöge
64,4836,break,high,short_line,0.27,15,56,zu sehr zurück.,Ewig jedoch
64,4837,break,high,short_line+column,0.19,11,56,Ewig jedoch,"Ew Durchlaucht, treuer Knecht"
64,4838,break,high,rubric+short_line,0.51,29,56,"Ew Durchlaucht, treuer Knecht","v. Triebenfeld, 6 Xbr 1809"
64,4841,run,review,short_line,0.52,29,56,Copia Lieber redlicher Freund,"Anliegend über mache ich Ihnen die Anschläge, und Abschrift der Landsc"
64,4854,run,review,short_line,0.61,34,56,Übrigens steht die Sache gezt so -,Bischdorff trägt nach der Landschaft Taxe jährl
64,4856,break,high,short_line+column,0.27,15,56,20462 Rthl 12 s,Mollna
64,4857,break,high,short_line+column,0.11,6,56,Mollna,10 955 Rthl 18 s
64,4858,run,review,short_line,0.29,16,56,10 955 Rthl 18 s,"Der König Ertrag ist gering - das Schauß nur mit 12 so angenommen, seh"
64,4861,run,review,short_line,0.61,34,56,Folglich jährl. Revenue 34414 Rthl,die Interessen betragen an der Landschaft geh. a 4 1/4 pct
64,4863,break,high,short_line+column,0.18,10,56,10264 Rthl,An die Hypothequerischen Gläubiger
64,4864,break,high,short_line+column,0.61,34,56,An die Hypothequerischen Gläubiger,3750
64,4865,run,review,short_line,0.07,4,56,3750,"An Stothet den, ich 100000 Capital doch noch annehme."
64,4867,run,review,short_line,0.07,4,56,5000,Für des Hl R R. N Weigels Capital 190000 Rthl
64,4869,break,high,short_line+column,0.07,4,56,9500,28514 Rthl
64,4870,run,review,short_line,0.18,10,56,28514 Rthl,und hiernach bleibt Ihnen lieber Freund schon ein Überschuß von 5900 R
64,4879,break,high,short_line+column,0.56,31,56,Mit vorzüglicher Hochachtung pp,v Triebenfeld
64,4880,break,high,short_line+column,0.23,13,56,v Triebenfeld,umstehend das weitere
64,4889,run,review,short_line,0.37,10,27,70000 Rthl,ich glaube daß diese Forderung ohne Pusico acceptirt werden kan.
64,4894,run,review,short_line,0.41,11,27,310000 Rthl,die Forderung dH. Weigel an Sie durch aber betracht 190000 Rthl
64,4896,run,review,short_line,0.56,15,27,die Stostelsche,180000 Rthl 370000 Rthl
64,4898,break,high,short_line+column,0.63,17,27,Hut Folglich mehr,60000 Rthl
64,4899,run,review,short_line,0.37,10,27,60000 Rthl,diese 60000 Rthl muß H v Knobelsdorff noch von seiner Gemahlin
64,4905,run,review,short_line,0.41,11,27,550000 Rthl,Schulden haften voll darauf —
64,4907,run,review,short_line,0.26,7,27,20000 f,auf Surzira für Haupt¬
64,4909,break,high,short_line+column,0.19,5,27,18000,218000 Rthl
64,4910,run,review,short_line,0.41,11,27,218000 Rthl,bleibt reines Capital
64,4912,run,review,short_line,0.41,11,27,332000 Rthl,hierzu kömt der Canon von Wittow mit 500 M thut
64,4914,run,review,short_line,0.37,10,27,10000 Rthl,"An Resten so in den Gütern ausſtehen werden, baar angewieſen"
64,4916,break,high,short_line+column,0.37,10,27,28000 Rthl,Sind vorgenannte
64,4917,break,high,short_line+column,0.59,16,27,Sind vorgenannte,370000
64,4918,run,review,short_line,0.22,6,27,370000,die auf die Güter haftende alte Schulden sind Pfandbrief 255000 Rthl
64,4921,run,review,short_line,0.37,10,27,75000 Rthl,"das beträgt zusammen, das Kauf Preetinen im"
64,4923,run,review,short_line,0.41,11,27,700000 Rthl,An diese 700000 Rthl Werthe Güter hätte den dH. v. Weigel 190000 Rthl
64,4925,break,high,short_line+column,0.63,17,27,und H. v. Stössel,180000
64,4926,run,review,short_line,0.22,6,27,180000,was zusammen beträgt
64,4928,run,review,short_line,0.41,11,27,370000 Rthl,worüber der Fürst Quittirt werden und die Schulen auf Kirchen
64,4934,break,high,short_line+column,0.63,17,27,Kauf lautbar wird,v Triebenfeld
64,4937,break,high,short_line,0.33,25,76,Nachtrag am 30ten Octobr.,Weil Ewr Durchlaucht Schreiben vom 9 ten 11 Tage gelaufen hatte ehe ic
64,4944,run,review,short_line,0.59,45,76,ster Fürst es mir wenigstens wißen zu laßen —,"Was übrigens Ein Durchlaucht Sache betrift, so nimt der Fürst Staats K"
64,4946,run,review,short_line,0.71,54,76,mit wahrem Ernst an - deßen Worte sind heute gewesen -,Ich will dem alten Mann helfen. Ich meine der König auß die Lerische S
64,4951,break,high,short_line,0.43,33,76,O Schön! er ſoll geholfen werden.,Der König kommt der besten Männer aus der Affaire und an der Schuldpos
64,4953,run,review,short_line,0.36,27,76,"ja an 300000 Rthl gewonnen,",Schade daß der Fürst seine Militairische Angelegenheiten so hat liegen
64,4955,run,review,short_line,0.67,51,76,und daß er nicht auf ein Erkenntnis gedrungen hat —,"das Geld oder die 112000 Rthl werden ganz gewiß gegeben, und der Trans"
64,4966,run,review,short_line,0.7,44,63,damit ich hier im Stande bey fortzuhandeln -,Sie können Gnädigster Fürst jezt dienst auf das was ich gesagt habe zä
64,4972,run,review,short_line,0.4,25,63,Nur um Gottes wollen Geld,Ein Schreiben von der Prinzeßin am Heßen Rothenburg erfolgt anbey¬
64,4988,break,high,short_line,0.57,34,60,in der Gestalt höhren und ansehen?,"Ich opfere alles, wünsche dem großen bösewicht für Ewie"
65,4996,break,high,short_line+column,0.35,24,69,"Durchlauchtigster Fürst,",Gnädigster Fürst und Herr!
65,4997,break,high,short_line,0.38,26,69,Gnädigster Fürst und Herr!,"Die Glogausche Landschaft mit v d Lahr vereint mit das Glanz, Ober Lan"
65,5003,run,review,short_line,0.23,16,69,die ich so lange,sezzen soll. Dann werde ich wieder Herr meiner Güter¬
65,5022,break,high,short_line,0.39,27,70,den Rth zu 45 s. gerachnet.,Wollen Ewr Durchlaucht mir diese Gefälligkeit erzeigen so geruhen Sie
65,5029,break,high,rubric,1.01,71,70,ebenmäßige Irrung wie beym Transport der Einkaufend Leuth ge,V.V.
65,5039,break,high,short_line+column,0.6,42,70,Nun war ich kahl und mein Credit war dahin,3173 Rthl
65,5040,run,review,short_line,0.13,9,70,3173 Rthl,Die 3 Monath verpflogen sehr schnell Zastrow um Grevenitz wolten vorha
65,5059,break,high,short_line,0.55,35,64,bey Gott rufen — Hau zu Freund Ham.,"Für die Zukunft will ich mich für ein Recidio dieser Art hüthen, und d"
65,5066,break,high,rubric,1.22,78,64,Schlesien ernannt. Wolte doch Gott daß diese Nachricht ſohne,d.
