key,pad,page,transcribed,proposed,decision,why
bed5903f,oe1bu9454-170,2,die Wüsten,"""die Kisten"" (the crates)",n,W/K and ü/i confusions are common in Kurrent; crates would plausibly go by the fahrende Post. Not folded into the translation.
4d148e8b,oe1bu9454-172,1,Dic membration,Dismembration,@12111 Dic membration -> Dismembration,evident transcription split/misreading of the same word used elsewhere on the page
b8406d7f,oe1bu9454-172,3,den sind alle Wünsche erreicht,denn dann sind alle Wünsche erreicht,n,'den' is the writer's habitual spelling of 'denn'; a 'dann' appears to have dropped out
65a40aa3,oe1bu9454-173,3,das Maul schweren,das Maul schmieren,n,Idiom 'das Maul schmieren' (to butter up / bribe).
53249fa5,oe1bu9454-173,3,Geruhen Ewr Durchlaucht mir die Contract,den Contract,n,Gender/case slip in the article.
5a06f6f0,oe1bu9454-173,4,Für 2 Haben Land,Für 2 Huben Land,n,'Haben' for 'Huben'; Kurrent b/v confusion.
203da7c5,oe1bu9454-173,4,alle Spurt genommen,alle Sporteln genommen,n,Parallel to 'die Sporteln' in the preceding line.
2a107e62,oe1bu9454-173,4,Schend,Schenck,y,Same official named Schenck elsewhere on the page.
49905e06,oe1bu9454-174,1,Ich kan meine Güter weil ich hier seyn nicht sehen,"... weil ich hier seyn muß, nicht sehen",n,a modal verb appears to be missing after 'seyn'
f0fa10ab,oe1bu9454-174,3,Torpe,Corps,n,'ansehnliche Corps zusammengezogen' is the standard military phrase
dd4530ef,oe1bu9454-174,3,Pälch,Pulks,n,"Russian 'polk' (regiment), the usual unit for Cossacks in Prussian reports"
009c78ab,oe1bu9454-174,3,auf den Baum-,auf den Beinen,n,idiom for a mobilised army
eb91953e,oe1bu9454-175,1,Hochzuverehrender Herr,Hochzuehrender Herr,n,Possibly the standard 'Hochzuehrender Herr' of the termbase; rendered here as written ('Most Highly Revered').
dd1785dd,oe1bu9454-175,1,Reiße,Reise,n,Orthographic variant for 'journey'; translated as journey.
9c04a188,oe1bu9454-176,4,erlaube nur mus noch,erlaube mir nur noch,n,standard formula: »I permit myself only further«
3cc4e28a,oe1bu9454-177,1,die Revinuen reiste,die Revenuen frei,@12427 Revinuen -> Revenuen,'stehen die Revenuen frei' (the revenues stand free) fits the money business; r/f and ei/ei confusions.
3b667c5d,oe1bu9454-177,1,Verführung,Versicherung,n,'gave Amelang the assurance that...' matches the following daß-clause on p.2.
91ce4170,oe1bu9454-177,1,Popillen Collegio,Pupillen-Collegium,n,The Prussian Pupillen-Collegium (Wards' Court) is the institution meant; rendered as transcribed.
b5a145db,oe1bu9454-177,2,entstehen,anstehen,n,'nicht anstehen' (not be delayed/hesitated over) fits 'sondern absolut ertheilt werden müße'.
d612eb0e,oe1bu9454-177,2,die Buße,die Russen,n,In September 1805 the point at issue was Russian troops marching through Prussian territory; B/R and s/ss confusions in Kurrent.
a312969d,oe1bu9454-177,2,Geld Marschall,Feld-Marschall,@12464 Geld -> Feld,F/G confusion; the title is Feldmarschall.
8a4e5701,oe1bu9454-177,4,Mm.,Mrg. (Morgen),n,The column totals are in Morgen.
41344e7a,oe1bu9454-177,4,Wrąbczyn,Trąbczyn,n,Kurrent T read as W; the same estate is named Trąbczyn twice in the same list.
0e666056,oe1bu9454-177,5,den Lern,den Lärm,n,'den Lärm angefangen' — 'begun the racket' — fits 'ich hätte über seine Thorheiten gelacht'.
e4fe9cb6,oe1bu9454-177,6,noch 150000 Rthl zusamen 30000 Rthl,"noch 150000 Rthl, zusammen 180000 Rthl",n,A total is expected after 'zusammen'; but the figures as transcribed cannot be reconciled.
af2d7b8e,oe1bu9454-177,7,das ganze Leiten,die ganze Leitung,n,"'the Duke of Brunswick, however, [has] the whole direction'."
4319dc18,oe1bu9454-177,7,in Hardenberg,H. v. Hardenberg,n,An abbreviated 'Hr.' misread as 'in'.
7d738d4b,oe1bu9454-178,2,Kathernannt,Rath ernannt,@12608 Kathernannt!! -> Rath ernannt,"reading ""zum Expeditions Rath ernannt"" — appointed Expedition Councillor; K/R confusion in Kurrent plus run-on with ""ernannt"""
c660fde5,oe1bu9454-179,4,Mär dies dan,Wäre dies dann,n,Conditional required by the following clause.
15769704,oe1bu9454-179,5,mit seinem Jahr,mit seinem Gesuch,n,Would give: feigned this matter with his petition.
b2241fbe,oe1bu9454-179,5,Lub. specrati,sub spe rati,n,Standard legal formula: promised subject to ratification – which matches the following submission of the Prince's commands.
96c23e1f,oe1bu9454-179,7,Hypothequer Schnee,Hypotheken-Schein,@12784 Schnee -> Schein,The mortgage certificate/register must be clean of encumbrances.
92c1bc70,oe1bu9454-179,8,ging der Creditoren zu besäuftigen,um die Creditoren zu besänftigen,@12798 besäuftigen -> besänftigen,Yields: in order to appease the creditors.
78a471cc,oe1bu9454-179,8,weisen,reisen,n,"Fits ""continually ill"": can neither write nor still less travel."
534a6d44,oe1bu9454-179,8,bestimmen,Bedienten,n,Would give: put the useless servants into retirement.
2adc1964,oe1bu9454-180,1,Eine Hochfürstliche Durchlaucht,Ewr Hochfürstliche Durchlaucht,y,standard address formula throughout this correspondence; 'Eine' is a plausible machine misreading of the abbreviation 'Ewr'
c93f2467,oe1bu9454-180,1,dieſer Zeude,dieser Jude,@13017 Zeude -> Jude,"the sentence is about 'der Jude Nathan Luipmann'; Kurrent J is readily misread as Z, and long-s/d confusion accounts for the rest"
758fab21,oe1bu9454-180,1,in Tresor scheinen,in Tresorscheinen,n,treasury notes as a denomination; word division error
9b1cc5eb,oe1bu9454-180,1,Laudemien,Laudemien (laudemium dues),n,retained as written; noted only because it recurs as 'Laudemann' on p.2
4b79c84c,oe1bu9454-180,2,detarations Tabellen,Deklarations-Tabellen,@13052 detarations -> Declarations,declaration tables issued by the Chamber; 'detarations' is not a word
17ba7280,oe1bu9454-182,1,mehrere Wahr,mehrere Wochen,@13077 Wahr¬ -> Wochen,"A unit of time is required; ""Wochen"" fits the sense of delay."
c605f49d,oe1bu9454-182,1,Am König soll ich unter Ewr Durchlaucht Nahmen nicht schreiben,An den König soll ich unter Ewr Durchlaucht Nahmen nicht schreiben,n,"""Am"" for ""An den""; but note the alternative that the negation belongs elsewhere, which would reverse the sense."
7f083f90,oe1bu9454-182,2,porte feulu,portefeuille,n,"French portefeuille, the ministerial portfolio."
bc07abbf,oe1bu9454-182,3,mit Eure Frühle,mit Ewr Durchlaucht,n,The honorific is required in this position.
f779d373,oe1bu9454-182,3,den ist erkraus,dann ist er krank,n,"Parallel with ""dann raset er"" in the next clause."
4b172f65,oe1bu9454-182,4,gäben sie kennen ihrer Officianten,gäben Sie keinem ihrer Officianten,@13146 kennen -> keinem,The sense of the passage requires: You give none of Your officials titles.
2863ac84,oe1bu9454-182,4,morgendt z[u?] [3?]uhr,morgends zu 3 Uhr,n,The time of writing; the figure is already marked uncertain in the transcription.
60681ee3,oe1bu9454-183,1,iassenbach,Massenbach,y,"The same person is named 'Massenbach' two clauses later (Christian von Massenbach, Prussian colonel and pamphleteer); the initial letter is likely a misread M."
0a68369f,oe1bu9454-183,1,an stehen ihm meine Pistolen zu dienste,so stehen ihm meine Pistolen zu Dienste,n,"'an' is likely a misread 'so', completing the 'erst ... so' conditional."
de72f742,oe1bu9454-183,1,Buch holz,Buchholz,n,Word-space artefact of the Kurrent transcription; probably Professor Friedrich Buchholz of Berlin.
64bce7f8,oe1bu9454-185,1,nur denklichsten,nur denkbarsten,n,'die nur denkbarste Sehnsucht' is the expected superlative form.
20fb8135,oe1bu9454-186,1,2 Wein Trauben,2 Wein Trauben,n,"quantity retained as written; note that ""2"" may be a misread ""3"" or ""20"" — figure not verifiable"
bf9b9906,oe1bu9454-186,1,eine Lüttellie alten Mihn Wein,eine Buttellie alten Rhein Wein,@13255 Lüttellie -> Buttellie,"""Lüttellie"" is plainly the same word as ""Buttellie"" a few words later (B/L confusion in Kurrent); ""Mihn"" may be ""Rhein"" or ""Wein""-name misread"
d88521aa,oe1bu9454-186,1,im Schweineren,im Schweidnitzschen,n,"a Silesian district name would suit ""bey mir im ...""; not settled"
63c1b3f9,oe1bu9454-188,2,Wrąbczyner,Trąbczyner,n,W/T confusion in Kurrent initial; Trąbczyn is named twice on this page. Not folded into the translation.
59d27e28,oe1bu9454-188,3,Eine Durchlaucht,Ewr Durchlaucht,y,standard formula elsewhere in the correspondence; Ewr/Eine confusable in Kurrent abbreviation
0c090a7c,oe1bu9454-188,3,treu gehorſamſter Diener,treu gehorsamster Diener (as written),n,"not one of the fixed termbase closings; rendered literally as ""faithful and most obedient servant"" rather than assimilated to ""gehorsamster Diener"""
d25e3a63,oe1bu9454-190,5,ihm in das Verderben vollen zu lassen,ihn in das Verderben fallen zu lassen,@13518 vollen -> fallen,case and verb both appear corrupted
e757ef44,oe1bu9454-191,2,schwung,Ich gieng,n,the sentence lacks a subject and finite verb
f983ec8b,oe1bu9454-191,2,Brenne,komme,n,idiom 'aufs Reine kommen'
1357c5cb,oe1bu9454-191,3,Ich frey,Ich frug,n,the dialogue that follows is a series of questions
15357924,oe1bu9454-191,4,Dummabredt,dismembrirt,n,context is dismemberment of the grounds
c0862575,oe1bu9454-191,5,die Gründe von abtreten würden,die Gründe nicht abtreten würden,n,the following clause ('they would never vacate them') requires a negation; but the German as transcribed lacks it
976c3e80,oe1bu9454-191,7,er Rath daher um Pardre,er bath daher um Pardon,n,'Rath'/'bath' and 'Pardre'/'Pardon'; the same 'Rath um' appears twice more on this page
be1f81f7,oe1bu9454-191,8,hinziges Gallen Fieber,hizziges Gallenfieber,@13769 hinziges -> hizziges,cf. p. 1 'sezzigen Gallen'; the standing phrase is 'hitziges Gallenfieber'
da06cd9d,oe1bu9454-191,9,Xger,Kreuzer,n,standard abbreviation for Kreuzer; left as written
9291daf4,oe1bu9454-192,1,dafür hatte ich,dafür hafte ich,y,'I stand surety for that' fits the promise of payment.
218ce5ad,oe1bu9454-192,1,zuuntenfel,zum Teufel,@13899 zuuntenfel -> zum Teufel,the writer has just said he drove the tenants 'zum Teufel'; the phrase may be repeated.
d290dc01,oe1bu9454-192,2,Die bauen Revolution,Die Bauern-Revolution,@13917 bauen -> Bauern,the peasant unrest described on page 1.
4805841e,oe1bu9454-192,3,heraus schmeisten,heraus schmeißen,@13953 schmeisten -> schmeißen,the colloquial 'throw out' suits the writer's register.
dcccf188,oe1bu9454-193,1,Prefect Garczynski,Prefect Garczyński,n,Polish orthography; carried as transcribed.
77fd8804,oe1bu9454-193,2,aus die Güter,aus den Gütern,n,"Case error, probably transcriptional."
fe375bc1,oe1bu9454-193,2,Kontop,Kontopp,n,Place-name spelling varies in the corpus; carried as transcribed.
786bc319,oe1bu9454-194,1,Juralide,Invaliden,n,the Invalids' Fund is the subject of the whole page
4acc0a97,oe1bu9454-195,1,Ein scheint nur,Es scheint nur,y,Verb 'scheint' requires an impersonal subject.
634129fb,oe1bu9454-195,2,rückken im unsere Staaten ein,rücken in unsere Staaten ein,@14069 im -> in,'im' for 'in'; single-letter slip.
3b07c1f2,oe1bu9454-197,2,gewämt,gewinnt,n,'gutes Ansehen gewinnt' (gains a good appearance) fits the sense and the Kurrent letter-forms.
c5092d1c,oe1bu9454-197,2,In Linsten Respect,In tiefstem Respect,n,The standing closing formula; 'Linsten' would be a misreading of 'tiefsten'.
587b35fb,oe1bu9454-198,3,Steigriemen,Spießruthen,n,"the idiom ""Spießruthen laufen"" (to run the gauntlet) fits ""höllische ... paßiren""; speculative"
89b85efd,oe1bu9454-199,1,er starbe,ersterbe,@14330 er starbe -> ersterbe,"The standing closing formula of this correspondence (""ersterbe in tiefster Hochachtung""); the word-break is almost certainly a transcription artefact. Not folde"
302ab499,oe1bu9454-199,1,Nacht ein hier liegendes Billet,Nach einem hier liegenden Billet,@14314 Nacht -> Nach,"Yields grammatical sense (""According to a note lying here""); ""Nacht"" for ""Nach"" is a common Kurrent slip."
212f2106,oe1bu9454-199,1,so oben dem T,soeben den T,@14318 so oben -> soeben,"""I have just now begged T"" gives sense; ""so oben"" is otherwise meaningless here."
59df6b9b,oe1bu9454-199,1,Nach diesen Brück der König mit K2,Nach diesem Briefe kommt der König mit K2,n,"""Brück"" may be a misreading of ""Brief(e)"", and a verb of coming appears to be omitted or misread."
2bdb6900,oe1bu9454-200,1,den West berichtigen zu laßen,den Rest berichtigen zu laßen,n,"W/R confusion in Kurrent; ""den Rest berichtigen"" (settle the remainder) fits the creditor context exactly."
132bdb1b,oe1bu9454-200,1,wo was zu thun haben zu wollen,nichts zu thun haben zu wollen,n,"Required negation; ""wo was"" is likely a mis-expansion of an abbreviated ""nichts""."
6099fbda,oe1bu9454-200,2,fide. Cörruch,fideicommissarisch,n,"""Cörruch"" may be a mis-expansion of an abbreviation for ""Commiss""; the legal point (entailed, hence unattachable estates) requires it."
bcde09be,oe1bu9454-201,1,und viel nicht bringe ich,und vielleicht bringe ich,@14409 und viel nicht bringe ich -> und vielleicht bringe ich,"Restores syntax and matches the optimistic sense of the surrounding sentence; ""viel nicht"" is not German."
de8bf342,oe1bu9454-201,1,tausend krumme Lorenze mit hundert tausende Lequenz,tausend krumme Bücklinge mit hundert tausend Reverenzen,n,"The passage describes obsequious bowing and flattery; ""Reverenz"" fits ""Lequenz"" graphically."
ed7e7849,oe1bu9454-202,1,d 20ten Aug 10,d 30ten Aug 10,n,Editorial date is 1810-08-30; 2/3 easily confused in Kurrent numerals.
387da3cf,oe1bu9454-203,2,Gewesen,Geruhen,n,"The standard petition formula, as on page 3."
9d23029a,oe1bu9454-203,2,540000 f.,540000 Rthl,n,'f.' (florins/gulden) is out of place in a Prussian Rthl reckoning; possibly an abbreviation stroke misread. Figure and unit left as written.
9aaf8958,oe1bu9454-203,3,rüh,ruhig,n,Abbreviation stroke likely lost.
c692eceb,oe1bu9454-203,3,neue ehem Titulo,neuem ehrenden Titulo,n,"Yields an ironic 'new honorific title', consistent with the sentence's tone."
fc276783,oe1bu9454-204,1,dem muß ich zwar verstummen,dann muß ich zwar verstummen,n,"""dem"" makes no syntactic sense; ""dann"" fits the conditional construction and is one minim away in Kurrent."
7b239564,oe1bu9454-204,1,sagen mich aufrichtig,sagen mir aufrichtig,n,"case error, almost certainly mir"
ccb22de3,oe1bu9454-205,1,Popillen Depositoria,Pupillen-Depositoria,@14588 Popillen -> Pupillen,standard term for wards' (orphans') deposit offices
c79eb629,oe1bu9454-205,2,ſervor bringen,hervorbringen,@14599 ſervor -> hervor,long-s misread for h
718d8a90,oe1bu9454-206,3,Anfänglichkeit,Anhänglichkeit,y,"""mit der unbegrenztesten Anhänglichkeit"" (with the most unbounded attachment) is the standing formula; f/h confusion in Kurrent."
214ddb96,oe1bu9454-207,1,womit er sehr zu fremden war,womit er sehr zufrieden war,@14713 fremden -> frieden,"""zu fremden"" is meaningless; ""zufrieden"" (well satisfied) fits the context of receiving a 200 Rthl advance and is a plausible Kurrent misreading."
7779bacf,oe1bu9454-207,1,Holländer,Hauländer,n,"The same settlers are called ""Hauländern"" in the postscript of this letter; per edition policy Hauländer is the correct form."
39e68b02,oe1bu9454-207,1,das Urtel am Termin publicirt wird,das Urtel am Termin publicirt werde,n,"Reported speech after ""Haftung gemacht""; also ""wo immer gleich"" may be ""wo immer sogleich""."
a6310164,oe1bu9454-208,1,legt,liegt,n,"""liegt mir ... im Wege"" is the idiom"
7672ccca,oe1bu9454-208,1,Dies hat mich sehr wahr gethan,Dies hat mir sehr weh gethan,@14756 wahr -> weh,"""weh gethan"" = caused pain; ""wahr"" is a plausible Kurrent misreading"
3685cbff,oe1bu9454-208,1,Weise nach Pehlen,Reise nach Pehlen,@14736 Weise -> Reise,"""Weise"" (manner) makes no sense with ""antreten""; Reise (journey) does, and the next clause says ""den reise ich so gleich"""
7de4866d,oe1bu9454-208,2,Mon Dessau ab,Von Dessau ab,@14772 Mon -> Von,"""Mon"" is a plain M/V misreading; ""Von ... ab"" = from ... onward"
6f1ea11d,oe1bu9454-209,1,ich unß schließen,ich muß schließen,y,"""muß"" and ""unß"" are near-identical in Kurrent (m/u minims plus long-s + ß); ""ich muß schließen"" is the standard formula after ""Die Post will fort""."
5b11c16c,oe1bu9454-209,1,In tiefsten Respect verharren,In tiefstem Respect verharre,n,"Case and person do not agree as written; the standing formula is first-person singular ""verharre"". Not folded into the translation."
1c8fab57,oe1bu9454-210,1,der Ups,der Aufruf,n,The sense required is the calling-on or docketing of the cause before the entry in the register.
d97c6a11,oe1bu9454-210,1,empfrozeß,ein Prozeß,@14820 empfrozeß -> ein Prozeß,"Context requires ""a proceeding lasts only half an hour""."
d571be92,oe1bu9454-210,2,um sind noch 2,nun sind noch 2,n,"Kurrent n/u confusion; sense requires ""now there are still two""."
c5c69409,oe1bu9454-210,3,Erlen Hoch,Erlen Holz,n,2000 Klafter of alder wood standing at the water is the required sense; z/ch confusion in Kurrent.
667af93f,oe1bu9454-210,4,darüber sehen,darüber schon,n,"Kurrent s/h confusion; ""schon"" fits the clause."
53d60e34,oe1bu9454-211,1,beſeinigen,bereinigen,y,"long-s/r confusion in Kurrent; ""bereinigen"" (to settle/clear up) fits."
c5f32987,oe1bu9454-211,1,treuer Knecht,treuester Knecht,n,"The standing formula in this correspondence is the superlative; rendered here as transcribed (""most faithful servant"" reserved for treuester) — note the German "
bba29a78,oe1bu9454-212,1,34000 M,34000 Rthl,n,'M' is anomalous in this correspondence; but the figure and unit are carried as written.
d85996b3,oe1bu9454-212,1,Podacken,Podatki (Polish taxes),n,matches the tax context; carried as written.
86c6c42e,oe1bu9454-212,2,prangt,prompt,n,'punctually' fits the terms of a payment promise.
d694712a,oe1bu9454-212,2,lerle,pro Cent,n,parallel with '2½ post' (pro Cent) in the following clause.
6151e079,oe1bu9454-212,2,2 ½ post,2½ pro Cent,n,'post' appears to be a corrupted percentage abbreviation.
74219bd2,oe1bu9454-212,2,nicht zu sagen dürfe,nicht zusprechen dürfe,n,the legal term of art for awarding an estate to a party.
20f20784,oe1bu9454-212,4,keine Jahr,neue Jahr,n,'n'/'k' confusion in Kurrent; a New Year's letter of 1 January would wish the new year better than the old. NOT folded into the translation.
a41e18c3,oe1bu9454-212,4,hätte,Hütte,n,'a peasant's hut' is required by 'liege hier in einer ...'.
ca88e2c3,oe1bu9454-212,4,zu tiefen Respect,In tiefstem Respect,n,the standing closing formula; carried as transcribed.
ef30154b,oe1bu9454-212,4,untertänge diener,unterthänigster Diener,@15044 untertänge -> unterthänigster,the standard closing; rendered as 'most humble and obedient servant'.
2b726991,oe1bu9454-213,1,Weiſe,Reise,n,"""my first journey"" fits the following account of the accident on the road."
96bb3f84,oe1bu9454-213,2,Propst,Prozeße,n,"""schweben ... Prozeße"" is the writer's own idiom on page 3."
78ef72f8,oe1bu9454-213,2,beich,bezahlen,n,"Truncated word; the sense requires ""to pay""."
5621cbfe,oe1bu9454-213,3,Mio,Müller,n,The debtor in item 9 is the miller.
30e65e23,oe1bu9454-213,4,Kappe vom Taubanschlag,Katze vom Taubenschlag,@15159 Taubanschlag -> Taubenschlag,"The proverb is ""like the cat from the dovecote""."
3f9ea811,oe1bu9454-213,4,Amort: Platz,Amortisations-Plan,n,"The plan of interest and amortisation over 40 years, as on page 1."
82123f40,oe1bu9454-213,4,in Deine Verhandlungen,in seinen Verhandlungen,n,Third-person reference to Zerboni fits the preceding clause.
a56560ac,oe1bu9454-214,1,mit 6 prC. gehört bezahlt werden sollen,mit 6 prC. getilgt bezahlt werden sollen,n,'gehört' makes no sense here; a form of 'getilgt' (amortised) is likely.
aae0da16,oe1bu9454-214,2,es kan noch 6 Wochen davon,es kann noch 6 Wochen dauern,@15211 davon -> dauern,'davon' for 'dauern' is likely a transcription slip.
20258309,oe1bu9454-214,2,der Prifat,der Präfect,n,'Prifat' is not a word; 'Präfect' recurs on page 4.
d045d93a,oe1bu9454-214,2,Baum 1500 Rthl,kaum 1500 Rthl,n,'kaum' (hardly) fits the sense; K/B confusion in Kurrent.
6861f9a4,oe1bu9454-214,3,der Wort,der Vogt,n,'Vogt' (bailiff) fits an office a hereditary lord might exercise himself; Kurrent V/W confusion.
7a5f2bcb,oe1bu9454-214,3,Manneider,Meineidigen,n,a perjurer; fits 'gefährlichen ... der es mit den Feinden hielte'.
b8433ff9,oe1bu9454-215,1,Caesen Controlleur,Cassen-Controlleur,@15295 Caesen -> Cassen,"""Cassen-Controlleur"" (cash controller) would fit Cabanis's employment; but the transcription reads Caesen"
a9b71d83,oe1bu9454-215,2,ehe er eine Reder ansezte,ehe er eine Feder ansezte,@15332 Reder -> Feder,"""Feder ansetzen"" (to set pen to paper) fits an advocate; R/F confusion in Kurrent"
12f65e27,oe1bu9454-215,4,Kaufs Prectuime,Kauf-Praetium,@15427 Prectuime -> Praetium,the purchase price; the same term appears correctly later
d816b7bf,oe1bu9454-215,5,Mevrowitz,Meierowitz,@15446 Mevrowitz -> Meierowitz,almost certainly the same tenant named two lines above
cda47f2b,oe1bu9454-215,6,vermögte,nicht vermögte,n,the sense of the whole sentence demands a negation
9380a118,oe1bu9454-215,8,obwodurch laucht,von Ew. Durchlaucht,n,probably a garbled honorific
ed4ca354,oe1bu9454-216,1,viel warte,viel werth,viel werth,"Predicate requires an adjective; ""werth"" fits both sense and hand."
3250930a,oe1bu9454-216,1,mir viel ſagen,mir wißen laßen,n,Parallel to the opening of page 2.
d939d658,oe1bu9454-216,3,pro Meite,pro Meile,pro Meile,Courier payment is reckoned per Meile; t/l confusion is common in Kurrent.
9cb16e11,oe1bu9454-216,3,er bekömt 6 gg,6 gr (Groschen),n,"""gg"" is presumably gute Groschen; left as transcribed."
5e970b44,oe1bu9454-217,1,Schönen muß ich mir wohl,Schämen muß ich mich wohl,@15639 Schönen -> Schämen,"the expected epistolary opening: ""I must indeed be ashamed to have left your kind letter so long unanswered"""
32f2002a,oe1bu9454-217,1,von neuen Wagen,von neuem wagen,n,"""to venture anew"", governing the following infinitive ""Dieselben ... zu belästigen"""
7bfe4a6c,oe1bu9454-218,4,wenn 3500 alte Kosten,wegen 3500 alte Kosten,y,Parallel with the surrounding 'wegen' clauses.
1e7ac296,oe1bu9454-218,4,Anfänglichkeit,Anhänglichkeit,y,Standard closing formula: 'treueste Anhänglichkeit'.
3dae244b,oe1bu9454-220,1,noch deßen Absendung,nach deßen Absendung,y,"nach/noch minim confusion; ""after its dispatch"" is the only sense that fits a 3-week delay"
0285bec5,oe1bu9454-220,2,Baurrretten darfftigkeit,"Bauern retten, Bedürftigkeit",n,"possibly ""to save something for the peasants, where neediness requires it""; wholly conjectural"
8c8a4bb7,oe1bu9454-220,3,ich luth ihm,ich hieß ihn,n,"""hieß ihn"" (bade him) fits the infinitive construction; luth/hieß confusable in Kurrent"
6699b963,oe1bu9454-220,3,8br,October,n,the standard chancery abbreviation for October (8ber); left as written per house rule
30ed9dcf,oe1bu9454-220,3,mein Wartensleben noch kein Wort,weiß mein Wartensleben noch kein Wort,n,"supplies the missing verb: ""my Wartensleben as yet knows not a word"""
a7d55eda,oe1bu9454-222,1,um keine Pferde,und keine Pferde,n,"""um"" for ""und"" is a plausible Kurrent misreading and yields the expected sense"
ca912683,oe1bu9454-222,3,rest überzeugt,fest überzeugt,y,"""firmly convinced"" is the expected idiom; r/f confusion"
06884750,oe1bu9454-222,4,Garde da Corps,Garde du Corps,y,standard name of the Prussian regiment
16fbe347,oe1bu9454-223,6,beßer Freund,bester Freund,y,"standard address ""dear/best friend"""
a06a3f59,oe1bu9454-223,8,die haben der Freyheit,Sie haben die Freyheit,@16328 die haben der Freyheit -> Sie haben die Freyheit,"""You have liberty"" fits the surrounding address"
6decf74c,oe1bu9454-223,8,ehrlichen Verhältnisse,ehelichen Verhältnisse,y,the passage concerns marriages of the three eldest children
5dd6dc9b,oe1bu9454-224,2,Schmëlpfennig,Schimmelpfennig,y,same person as page 1; abbreviated or misread
1a68a1bf,oe1bu9454-224,2,Nach Berti,Nach Berlin,@16394 Berti¬ -> Berlin,"the sons are sent to make bonds liquid, and Berlin is named as the market two sentences later"
44b39a62,oe1bu9454-224,2,Requisition,Acquisition,n,"the subject is a purchase of estates, not a requisition"
9709b5db,oe1bu9454-224,2,ausgedachtheil,ausgedacht hat,n,plausible reading of a Kurrent verb ending
933ee228,oe1bu9454-224,3,Lohimelkenig,Schimmelpfennig,y,the General is named Schimmelpfennig on pages 1 and 3; this looks like a machine misreading of the same Kurrent name
f983b6df,oe1bu9454-224,3,Eerwir,Ew.,n,the addressee is styled Ew. Hochw. throughout
9c463a01,oe1bu9454-224,4,Küsten Sie sich,Rüsten Sie sich,y,K/R confusion; 'prepare yourself for everything that can further...' fits the sentence
4946fca1,oe1bu9454-224,4,Anfänglichkeit,Anhängl18ichkeit,@16472 Anfänglichkeit -> Anhänglichkeit,standard closing: 'von meiner wahren Anhänglichkeit stets überzeugt zu seyn'
2309b278,oe1bu9454-226,1,Hindernis im Wege getörten sind,Hindernisse im Wege getreten sind,@16488 getörten -> getreten,"""getörten"" is not a German form; ""getreten"" (have stepped into the way) fits the idiom"
50720301,oe1bu9454-226,3,die Ferder niederlegen,die Feder niederlegen,@16531 Ferder -> Feder,"""Feder"" (pen); the idiom is to lay down the pen"
3555ef42,oe1bu9454-226,4,In tiefer Ermüdrigung,In tiefster Erniedrigung,@16551 Ermüdrigung -> Erniedrigung,"the standing formula; ""Ermüdrigung"" is not German"
7a913dae,oe1bu9454-227,3,Ar,arm,@16607 Ar¬ -> Arm¬,"""nicht nur arm, sondern halsstarrig"" (not only poor but obstinate) is the natural pairing in a passage about money scarcity."
ad6cdc24,oe1bu9454-227,3,Er. Durchlaucht,Ew. Durchlaucht,y,"Standard abbreviation for Euer Durchlaucht; ""Er."" recurs as a slip in this transcription."
cfec8a29,oe1bu9454-227,4,nur denklichst Glük,nur denkliches Glück,@16639 denklichst -> denklich,"Matches ""alles nur denklich Glük"" on page 3."
30d3f58a,oe1bu9454-228,2,benen Kurgen,binnen Kurzem,binnen Kurzem,'binnen Kurzem' (within a short time) fits the syntax and accounts for the letters.
62170766,oe1bu9454-229,1,der Juvel,das Juwel,n,orthographic variant/misreading of Juwel
f0356e37,oe1bu9454-230,3,demgend,dringend,y,'eben so dringend als ergebenst' is a common paired adverbial.
1a4edf06,oe1bu9454-230,4,binnen Körpern,binnen kurzem,n,'within a short time' is the expected phrase and matches the letter-forms loosely.
a9035137,oe1bu9454-230,5,an Anhänglichkeit,und Anhänglichkeit,n,Standard closing pair; Kurrent 'u.' misread as 'an'.
2f737224,oe1bu9454-231,1,eigener Geschäfte waren,eigener Geschäfte wegen,y,"""wegen"" gives the required sense ""on account of my own business""; ""waren"" is a plausible Kurrent misreading of ""wegen""."
8807da81,oe1bu9454-231,1,im Katisch,in Kalisch,@16860 Katisch -> Kalisch,"Matches the ""Kalisz"" named later in the same letter; Kurrent ""l"" and ""t"" are easily confused."
25bf3cb7,oe1bu9454-231,1,zu besprochen,zu besprechen,y,"Infinitive required after ""zu""; participle form is probably a slip of the pen or transcription."
265871a3,oe1bu9454-231,1,Johann Fürstens v. Hohenlohe,dem Herrn Fürsten v. Hohenlohe,n,"The Prince addressed throughout this correspondence is Friedrich Ludwig; ""Johann"" may be a misreading of an abbreviated ""Herrn""."
237de813,oe1bu9454-232,3,Krieges und Fürst Rath,Kriegs- und Forstrath,@16943 Fürst -> Forst,Triebenfeld's own title; 'Fürst' for 'Forst' is a plausible Kurrent misreading. Translated as the title only because it is his known style.
6373740e,oe1bu9454-232,4,neu und Alt Swięcia,Neu- und Alt-Swięcia,n,Hyphenation only; spelling preserved.
5c74074a,oe1bu9454-233,1,das Betrüge 40000 d_,das betrüge 4000 Rthl,n,4 holdings at 1000 Rthl each = 4000; the 40000 appears carried over from the debt figure. Figure left unaltered in translation.
