letter,pad,page,kind,german,english,note,ruling
78,078,3,transcription-note,Instandsbungung bierzubeigen,Instandsetzung beizutragen,gives idiomatic sense: 'to contribute to the putting-in-order',
78,078,3,transcription-note,Intencohe,Interesse,the expected noun after 'Eifer für Euer Wohl',
78,078,4,transcription-note,erstabe,ersterbe,the standing closing formula of this correspondence,
78,078,4,transcription-note,unterthänigst treu gehör samster,unterthänigst treu gehorsamster Diener,the closing formula appears to lack its noun; 'gehör samster' is 'gehorsamster' split,
79,079,1,transcription-note,Potadam,Potsdam,Potsdam appears correctly spelled on page 3; 'Potadam' is almost certainly a transcription slip. Not folded into the translation.,
79,079,1,transcription-note,Wor ners,Werders / Wöllners,No Prussian minister 'Worner' is known for this date; the reading is uncertain but is left as transcribed.,
79,079,1,transcription-note,das K. M.,die K. M. (Königliche Majestät),Gender disagreement suggests a misread article.,
79,079,2,transcription-note,Anfalt gehabt / Anfait gesezt,in Kenntnis gesetzt / Anzeige gehabt,Both appear to render a formula for 'informed'; the underlying Kurrent word is not recoverable from the transcription.,
79,079,2,transcription-note,die X Spinne,a cipher or coded designation for a named person,The 'X' is likely a substitution mark used by Triebenfeld for a person he would not name; left as transcribed.,
79,079,3,transcription-note,Münster,Minister,Struensee is styled 'Minister' on p.2; single-letter confusion likely. Not folded into the translation.,
79,079,3,transcription-note,Schulemberg,Schulemburg,Same person spelled 'Schulemburg' elsewhere in this letter; both spellings preserved as transcribed.,
79,079,4,transcription-note,in ein gar stiges Licht,in ein garstiges Licht,"Word-break; but 'günstiges' is also possible and reverses the sense, so no repair is made.",
79,079,4,transcription-note,die beste volle spielen,die beste Rolle spielen,V/R confusion in Kurrent; the idiom 'die beste Rolle spielen' is standard.,
79,079,4,transcription-note,aufm Plappe,auf dem Platze,'Platze' is the expected word in the idiom 'auf dem Platze bleiben'.,
79,079,4,transcription-note,auf meine Gu rück,auf meine Güter zurück,Fragment 'Gu' plus 'rück' suggests 'Güter ... zurück'; left unrepaired in the translation.,
79,079,4,transcription-note,Menschen Mittwen Kosten,Menschen und Kosten / Wittwen-Kosten,"Possibly 'Wittwen' (widows), cf. 'Wittwen Casse' below; not resolvable.",
80,080,1,transcription-note,Verührung,Verehrung,Standing closing formula 'In tiefster Verehrung ersterbe...'; long-s/r confusion in Kurrent.,
80,080,1,transcription-note,erſtürbe,ersterbe,The fixed closing verb; 'ü' for 'e' is a plausible machine misreading.,
80,080,1,transcription-note,Hochfürffliche,Hochfürstliche,Long-s ligature misread as 'ff'.,
80,080,1,transcription-note,wird um muß,wird und muß,'um' has no function here; 'und' yields the idiomatic pairing 'wird und muß'.,
80,080,1,transcription-note,mein Schreibe,mein Schreiben,Standard noun form; final -n frequently lost in Kurrent transcription.,
80,080,1,transcription-note,der Monarchen hält,der Monarch hält,Subject-verb agreement; the singular monarch is meant.,
80,080,1,transcription-note,Mo-,Monarch,Truncated word; the following sentence speaks of 'der Monarch'.,
81,081,1,transcription-note,Südgreustischen,Südpreußischen,"The context (South Prussian department, exchange of estates) and the letter-shapes make ""Südpreußischen"" the evident reading; ""Südgreustischen"" is not a word.",
81,081,1,transcription-note,das vorgemahl,das vorige Mahl,"""das vorgemahl"" appears to be a compression of ""das vorige Mahl"" (the previous time).",
81,081,2,transcription-note,entgegen sehr,entgegen sehe,"""ich sehe selbiger entgegen"" (I look for it / expect it) is the idiom; ""sehr"" is a minim-level misreading of ""sehe"".",
81,081,2,transcription-note,gehor. samstes,gehorsamster Diener,The standing closing formula; the word appears to have been split over a line-break and the noun omitted.,
81,081,2,transcription-note,Fürs hochgfürstl. durchl.,Ewr. Hochfürstl. Durchl.,"""Fürs"" is likely a misreading of the abbreviation for ""Euer""; ""hochgfürstl."" for ""hochfürstl."".",
82,082,1,transcription-note,zuge ferliche,zugefertigte,"""zugefertigtes Cabinetsschreiben"" (a Cabinet order issued/dispatched to him) is the standard formula and fits the letter-forms",
82,082,1,transcription-note,sein Ur druk,sein Urlaub,"""als eigentlich sein Urlaub abgelaufen"" (than his leave properly ran out) fits the context of the Minister's return; rendered provisionally as ""leave"" in the tr",
82,082,1,transcription-note,der falle,derselbe,"a subject for ""zurückkommt"" referring to the Minister",
82,082,1,transcription-note,Gunnen,Gönnern,patrons; Kurrent ö/u confusion,
82,082,1,transcription-note,zeuge unterthänig an,zeige unterthänig an,"anzeigen = to report; ""zeuge"" is a likely misreading of ""zeige""",
82,082,2,transcription-note,in tief der Dection erstert,in tiefster Devotion ersterbe,"the formulaic close; matches the termbase entries for ""In tiefster"" and ""ersterbe""",
82,082,2,transcription-note,ſie Durchlaucht,Ew. Durchlaucht,"the formula requires ""Ewr. Durchlaucht ... unterthäniger Diener""",
83,083,1,transcription-note,des Prinzen Georgi Durchlaucht,des Prinzen George Durchlaucht,"Page 2 has ""des Prinzen George Sache""; ""Georgi"" may be the same person, but the spellings are left as transcribed.",
83,083,2,transcription-note,Schulzer,Schulze,"Page 1 names ""Geh. Finanz Rath Schulze""; likely the same man with a slipped final letter.",
83,083,2,transcription-note,treu untertänigster Knecht,treuester Knecht,"The standing formula in this correspondence is ""treuester Knecht""; as transcribed it reads ""faithful most humble ... servant"", which mixes two formulas.",
83,083,2,transcription-note,Präflorey,Prahlerey,"""Es ist bey Gott nicht Prahlerey"" (it is, by God, no boasting) suits the context exactly and is close in Kurrent.",
83,083,3,transcription-note,Höym,Hoym,"Page 2 has ""Der Minister Hoym"" travelling to Pomerania; almost certainly the same man, spelled differently.",
83,083,3,transcription-note,gelegen,gelogen,Participle of lügen; required by the sense of the sentence.,
83,083,3,transcription-note,Uhase,Ukase,"Russian imperial decree; ""Uhase"" is a phonetic spelling.",
84,084,1,transcription-note,Meine Pläne sind nun schon entwürfe,Meine Pläne sind nun schon entworfen,"""entwürfe"" appears to be a participial form ""entworfen"" (drafted); as written it is a plural noun and does not agree.",
84,084,1,transcription-note,Starostey Add nau,Starostey Adelnau,"Adelnau (Odolanów) is the starosty adjoining Krotoszyn; ""Add nau"" is likely a broken transcription. Name left as transcribed in the translation.",
84,084,1,transcription-note,so vare thut,so rar thut,"""sich rar thun"" = to make oneself scarce / be difficult, which fits the context of resistance over Polajewo.",
84,084,2,transcription-note,genushandelt,mißhandelt / genußhandelt,"No such German word; most likely a garbling of ""mißhandelt"" (ill-treated), which fits ""im 3 Tage eingesperrt"".",
84,084,2,transcription-note,sen,seyn,"""Der Prinz George wird künftige Woche in Breslau sen"" — ""sen"" is presumably ""seyn"" (to be).",
84,084,2,transcription-note,umanschränkt,unumschränkt,"""unumschränkt"" (unlimited, absolute) is the standard word and fits ""beherrscht"".",
84,084,2,transcription-note,Kurra[n?]ins,Kurakins,The Kurakin family were prominent at Paul I's court and were indeed dismissed; but the name is left as transcribed.,
84,084,3,transcription-note,wie an Kind gewennt,wie ein Kind geweint,"""an Kind gewennt"" is almost certainly ""ein Kind geweint"" (wept like a child); single-letter confusions.",
84,084,3,transcription-note,zu tiefster Ehrfurcht ersterbe,In tiefster Ehrfurcht ersterbe,"The standing formula is ""In tiefster Ehrfurcht ersterbe ich""; ""zu"" is likely a misreading of ""In"".",
84,084,3,transcription-note,Versönlich,persönlich,"P/V confusion; ""persönlich zu Füßen legen"" is the formula.",
84,084,3,transcription-note,Siege,Sieyès,"In an October 1798 report on Russian and diplomatic news, a departing envoy leaving only his secretary suggests a diplomat's name; but the reading is not settle",
84,084,3,transcription-note,treu untertängster Knecht,treu unterthänigster Knecht,"Orthographic slip for ""unterthänigster"".",
85,085,1,transcription-note,Freundlich lieber Geim!,Freundlich lieber Vetter!,"The royal address to a prince is normally ""Freundlich lieber Vetter"" (cf. the French superscription ""A Mon Cousin""). ""Geim"" is likely a misread of ""Vetter"" or """,
85,085,1,transcription-note,Eit: Miricht v. Vor,Et: Min: v. Voß (Etats-Minister von Voß),"Page 2 has ""dem Et: Min: v Voß""; the same official is meant.",
85,085,1,transcription-note,Südßwürstl. Gü thun,Südpreußischen Güther,Context: the exchange of his South Prussian estates.,
85,085,1,transcription-note,Verleuschung,Vertauschung,"Page 2 uses ""Vertauschung"" for the same proposal.",
85,085,1,transcription-note,Bey dieser Länge der Sache,Bey dieser Lage der Sache,Standard formula; Länge/Lage differ by minims in Kurrent.,
85,085,2,transcription-note,durch ich nicht Beyspiel belehrt,durch mehr als ein Beyspiel belehrt,"""taught by more than one example"" fits the argument; the transcribed words do not form a clause.",
85,085,2,transcription-note,"26,000. viel","26,000. Rthl","A currency abbreviation is required in that position; ""viel"" is likely a misread of ""Rthl"".",
85,085,2,transcription-note,gutwilliger Grün,gutwilliger Freund,"The standing royal subscription to a prince is ""gutwilliger Freund und Vetter"".",
85,085,2,transcription-note,von der Hand zu reisen,von der Hand zu weisen,Fixed idiom; r/w confusion in Kurrent.,
85,085,2,transcription-note,aus wehren Hochschätzung,aus wahrer Hochschätzung,"Agreement and sense both require ""wahrer"".",
86,086,1,transcription-note,mein Besuch,mein Gesuch,"B/G confusion in Kurrent; ""Gesuch"" (petition, application) is the required sense and is echoed by ""dieser Modification meiner Bitte"".",
86,086,1,transcription-note,in einem Lichten erscheine,in einem Lichte erscheine,"Weak adjectival ending; standard idiom is ""in einem Lichte erscheinen"".",
86,086,2,transcription-note,gerüchtet,gerichtet,"ü/i confusion; ""an den Minister ... gerichtet"" (addressed to) gives the required sense.",
86,086,2,transcription-note,Meine Güter tragen,Meine Güter tragen [ein],"The verb ""eintragen"" (to yield) appears to have lost its prefix.",
86,086,3,transcription-note,nicht zu Zeit von meinem Gouvernement entfernt,nicht zu weit von meinem Gouvernement entfernt,"""Zeit""/""weit"" are readily confused in Kurrent; ""entfernt"" calls for a measure of distance.",
86,086,3,transcription-note,Höym,Hoym,The Prussian minister of the South Prussian provinces was Karl Georg Heinrich von Hoym; the y-diaeresis is likely transcriptional.,
86,086,3,transcription-note,den Allerhöchst sie für gut finden werden,den Allerhöchstdieselben für gut finden werden,The honorific pronoun appears abbreviated or garbled in the transcription.,
87,087,1,transcription-note,der mich dünkenden Schulden,der mich drückenden Schulden,"""drückend"" (oppressive) is the standard collocation with Schulden and matches the later ""hart und drückend""; dünkend is not idiomatic here",
87,087,1,transcription-note,Hinderüsse,Hindernisse,evident transcription slip for the ordinary word,
87,087,1,transcription-note,mißlung,mißlang,preterite of mißlingen,
87,087,1,transcription-note,einzutaufchen,einzutauschen,long-s / f confusion in Kurrent,
87,087,1,transcription-note,vorzeichen,vorzustrecken or vorzuleihen,"""vorzeichen"" gives no sense with a sum of money; a verb of advancing money is required",
87,087,1,transcription-note,zur Widmen,zu widmen,infinitive with zu,
87,087,2,transcription-note,gerüchtet,gerüget / gerichtet,"the context requires the false appearance to be dispelled, not spread",
87,087,2,transcription-note,ejarantie,Garantie,"Kurrent G misread; ""der Seehandlung geleistete Garantie"" is idiomatic",
87,087,2,transcription-note,Praerogatioon,Praerogativen,transcription slip,
87,087,2,transcription-note,Kalbreuth,Kalckreuth,the Prussian General Graf von Kalckreuth; but the manuscript spelling stands in the translation,
87,087,2,transcription-note,Grünz Processe,Grenz-Processe,boundary suits,
87,087,2,transcription-note,abfah ren,abführen,to render/pay over a sum,
87,087,3,transcription-note,dem Raate,dem Staate,"parallels ""zum Nachtheile des Staats"" on p. 1",
87,087,3,transcription-note,von Stoll ensée,von Struensee,the Minister Struensee is named in the same sentence,
87,087,3,transcription-note,Ausmahlung,Ausmalung (depiction),orthographic variant only,
87,087,3,transcription-note,Büter,Güter,Kurrent B/G confusion,
87,087,4,transcription-note,zu behar von die Chor habe,zu beharren die Ehre habe,"standard closing formula ""mit der ich zu beharren die Ehre habe""; Kurrent E/C and r-flourish confusions account for the reading",
87,087,4,transcription-note,fehlbitte,Fehlbitte,capitalisation of the noun only,
88,088,1,transcription-note,von der Jahren Beschaffenheit,von der wahren Beschaffenheit,"""wahren"" (true) fits both syntax and sense; J/w confusion is common in Kurrent transcription",
88,088,1,transcription-note,würtzlich,würcklich (wirklich),"""as I in fact do"" is the required sense; tz/ck confusion",
88,088,1,transcription-note,Re hultaten,Resultaten,"line-break split of Resultaten, with s misread as h",
88,088,1,transcription-note,warteten,wahrten,"""das Interesse wahren"" is the idiom; ""warten"" would require the dative",
88,088,1,transcription-note,Euer Excellenz lenz,Euer Excellenz,stray syllable repeated from the preceding word,
88,088,2,transcription-note,gebräubten,gekränkten,"""gekränktes Ehrgefühl"" (injured sense of honour) is the standing idiom and fits the Kurrent letter-shapes",
88,088,2,transcription-note,Geheinungen,Gesinnungen,"""mit den Gesinnungen der vollkommensten Hochachtung"" is the standard closing formula; s misread as h, n as n",
88,088,2,transcription-note,beyder unverfälschten Darstellung,bey der unverfälschten Darstellung,"word division: ""bey der"" written as one word, parallel to the preceding ""bey der Reinheit""",
89,089,1,transcription-note,sein reiller Urteil,sein reelles Urteil,"""reiller"" is not a German word; reelles (candid, honest) fits",
89,089,2,transcription-note,Jagt,Jetzt,"Kurrent J-e-tz misread; ""Now I wish"" is the natural sense",
89,089,2,transcription-note,Angruß,Angriff,"the battery metaphor in the next sentence supports ""attack""",
89,089,2,transcription-note,Radotterien,Radotterien (Fr. radoteries),"French loan, ""drivellings, senile ravings""; rendered as ""ravings""",
89,089,3,transcription-note,zu reden,zu roden,clearing of woodland is the standard right paired with dismemberment,
89,089,3,transcription-note,Bäbe reien,Bübereien,"""knaveries"" fits ""other spirits would make knaveries""",
89,089,3,transcription-note,Nuppen,Nutzen,"""the profit/use of the estates""",
89,089,5,transcription-note,seinen Cassini,seinen Cassirer,"""his cashier"" fits the context of a rent-treasury far better than an Italian surname",
89,089,5,transcription-note,Jedes,Jedoch,adversative connective expected,
89,089,6,transcription-note,Plappe,Platz,"""wished himself into his place"" is idiomatic",
89,089,7,transcription-note,Chase,Chose / Sache,"""conducted his affair""",
89,089,7,transcription-note,Austrich,Anstrich,"""varnish, gloss""",
89,089,8,transcription-note,von der Fürsten,von der Fürstin,"the following feminine pronouns (Ihro Durchlaucht, Sie) require the Princess",
89,089,8,transcription-note,For Muter,Formular,"""according to the form/model sent hither""",
89,089,8,transcription-note,pararliegen,parat liegen,"""to lie ready""",
90,090,1,transcription-note,ein höchst Ihren Schreiben,in höchst Ihrem Schreiben,"'ein' for 'in' is a plausible Kurrent minim confusion, and would yield 'in your most high letter to Glenck', which parses.",
90,090,1,transcription-note,von die Sache Contrecarirt würde,wenn die Sache contrecarirt würde,'von' for 'wenn' would give a grammatical conditional and a coherent sense.,
90,090,1,transcription-note,Böserichter,Bösewichter,'Bösewichter' (villains) is the idiomatic word in this exclamation; 'Richter' for 'wichter' is a common Kurrent misreading. Not folded into the translation.,
90,090,1,transcription-note,habe ich nichts mehr den guten,"habe ich nichts mehr, denn der gute ... [gibt] mir Brod in Ingelfingen",Reading 'den' as 'denn' and supplying a verb would restore the sense that the Prince would feed him at Ingelfingen; wholly conjectural.,
90,090,1,transcription-note,herschließen,hergeben / vorschließen (vorschießen),Either would give the expected sense 'to hand over / to advance' the 7000 Rthl.,
91,091,1,transcription-note,Er Hochfürstlichen Durchlaucht denke ich unterthänigst,Ew. Hochfürstlichen Durchlaucht dancke ich unterthänigst,"""Er"" for ""Ew."" and ""denke"" for ""dancke"" are both routine Kurrent misreadings; the dative + ""für die Aufschlüsse"" requires a verb of thanking.",
91,091,1,transcription-note,nur zu ertheilen geruhet haben,mir zu ertheilen geruhet haben,"""mir"" and ""nur"" differ by one minim in Kurrent; the courtesy formula regularly names the recipient.",
91,091,1,transcription-note,keinen Auswegen unbringt laßen werde,keinen Ausweg unversucht laßen werde,"""keinen Ausweg unversucht lassen"" is the standing idiom; ""unbringt"" appears to be a garbled ""unversucht"".",
91,091,1,transcription-note,Geneigs heit,Geneigtheit,word broken across the line in the manuscript.,
91,091,2,transcription-note,Xbr.,Dezember,"""Xbr"" = decembris, the conventional abbreviation; rendered as December in the translation but the abbreviation stands in the German.",
92,092,1,transcription-note,Verfügangen,Verfügungen,a/u confusion in Kurrent; Verfügangen is not a German word.,
92,092,1,transcription-note,Er: hochfürstlichen Durchlaucht,Ew: hochfürstlichen Durchlaucht,Ew. is the form used twice elsewhere in the same letter; Er:/Ew: differ by one Kurrent stroke.,
92,092,1,transcription-note,Gleisſenbergen,"Gleissenberg (family name, plural/genitive)",The form as transcribed may be a plural of a surname or a corrupted place name.,
92,092,1,transcription-note,die 18ten Decbr.,den 18ten Decbr.,"Latinate 'die' for the date is possible, but 'den' is the expected Prussian chancery form.",
93,093,1,transcription-note,wünschenswortesten,wünschenswerthesten,"Evidently a slip or misreading for ""wünschenswerthesten"" (most desirable).",
93,093,1,transcription-note,erörtert. werden,erörtert werden,Stray full stop mid-clause in the transcription.,
93,093,2,transcription-note,Botterie,Batterie,"Standard spelling in the sustained artillery metaphor; ""heavy battery"".",
93,093,2,transcription-note,reden,roden,"""wüste Gründe roden"" = to clear waste ground, the standard phrase in these estate letters.",
93,093,2,transcription-note,v. Köch:,v. Köckritz,Named in full on p. 3 as Obrist v. Köckritz; the abbreviation is probably the same man.,
93,093,2,transcription-note,Haupt April,Hauptangriff,"Would fit the metaphor (""driven back from his main attack""); wholly conjectural.",
93,093,3,transcription-note,erkken,erklären Sie,"Sense requires something like ""declare"": ""declare in secret that You would no longer endure this"".",
93,093,3,transcription-note,erſtebe,ersterbe,"The standing closing formula ""In tiefster Hochachtung ersterbe ich""; a plain letter-slip.",
93,093,3,transcription-note,Cabinets Rath B.,Cabinets Rath Beyme,"Probably the same person as ""Beym"" on p. 1.",
93,093,3,transcription-note,Dein,Diener,"The expected subscription is ""treu unterthänigster Diener""; ""Dein"" would be an impossible familiarity to a prince.",
94,094,1,transcription-note,sage höchst-Denenſelben u. den tief verpflichtesten Dank,sage höchst Denenselben den tief verpflichtetsten Dank,The stray 'u.' is likely a transcription artefact of an abbreviation ('unterthänigst') or a false stroke; without it the sentence parses cleanly.,
94,094,1,transcription-note,Ew. hochfürstliche Durchlaucht des mehren zu ersehen geruhen,des mehreren zu ersehen geruhen,'des mehren' is a period spelling/abbreviation of 'des mehreren' (in fuller detail).,
94,094,2,transcription-note,könnte nur hier„nächst glücklicher machen,könnte mich hienächst glücklicher machen,"'nur' for 'mich'/'mir' is a plausible Kurrent minim misreading, and 'hienächst' is the standard adverb; this supplies the missing object.",
94,094,2,transcription-note,einige Verehrung,einzige Verehrung,Formulaic 'einzige Verehrung' fits the closing register; 'einige' understates in a way alien to this correspondence.,
95,095,1,transcription-note,guterthänigst,unterthänigst,'guterthänigst' is not a word; 'unterthänigst' (most submissively) is the standing formula in this correspondence and is one letter-shape away in Kurrent.,
95,095,1,transcription-note,um als aufs beste beendigt anzusehen wäre,und als aufs beste beendigt anzusehen wäre,'um' for 'und' — a minim confusion; 'und ... anzusehen wäre' construes.,
95,095,1,transcription-note,der Souvenin,der Souverain,'Souvenin' is not a word; 'Souverain' (the sovereign) fits the context of the King's will overriding the G.C.R.,
95,095,1,transcription-note,aus dem Augen,aus den Augen,Plural dative expected.,
95,095,2,transcription-note,von Einteilung des Depos tements,von Eintheilung des Departements,'Depostement' is almost certainly 'Departement' (the ministerial department); the split reflects a line-break in the manuscript.,
95,095,2,transcription-note,jedes mündlich darüber den Aufschlus,jedoch mündlich darüber den Aufschluß,'jedes' for 'jedoch' recurs on p.1; 'den Aufschluß' would then be governed by an implied verb of giving.,
95,095,2,transcription-note,zugwischen kannst es mich sehr,inzwischen kränkt es mich sehr,Yields sense consistent with the following 'weil ich immer zittere'.,
95,095,2,transcription-note,tourmirt,tournirt / tourmentirt,French loan; either 'turns' the matter or 'torments' it. Not settled.,
95,095,2,transcription-note,am Rande sein,am Rande sein (bei der Sache sein?),Idiom unclear; possibly 'am Ende sein' or a stock phrase for being present at the audience.,
95,095,3,transcription-note,gegen sen eigen Intresse,gegen sein eigen Interesse,'sen' is a slip for 'sein'.,
95,095,3,transcription-note,sich verweiden,sich verweiden / sich weiden,"Possibly 'sich weiden' (to feast on), continuing the bread-and-pasture image.",
95,095,3,transcription-note,eine Brode,ein Brod,Gender/form irregular; sense 'a loaf/piece of bread'.,
95,095,3,transcription-note,zu tiefsten Respect,In tiefstem Respect,The standing closing formula; 'zu' for 'In' is a transcription slip.,
95,095,3,transcription-note,treu untertänigster Diener,treu unterthänigster Diener,Spelling only; rendered per termbase as 'most humble and obedient servant'.,
96,096,1,transcription-note,Bernhardi digt,beendigt,"The context requires a participle (""would already have been concluded/ended here""); ""beendigt"" split and misread as the name Bernhardi + digt is a plausible Kur",
96,096,1,transcription-note,Merehrer,Verehrer,"""höchst dero treuester Verehrer"" (your most faithful admirer) is the standard formula; M for V is a common Kurrent confusion.",
96,096,2,transcription-note,Brust,Brief,"Parallel with the earlier ""den Brief an mir pr Estaffette übermachen""; the object sent by courier must be the letter.",
96,096,2,transcription-note,Estaffotae,Estaffette,Spelled Estaffette earlier in the same page; the form here is a transcription corruption.,
96,096,3,transcription-note,Lab: Rath Beyhm,Cab: Rath Beyme,"Karl Friedrich von Beyme (Beyme/Beyhm) was Cabinetsrath; ""Lab:"" is very likely a misreading of ""Cab:"" (Cabinets-), consistent with ""die Sachen in Cab: selbst le",
96,096,3,transcription-note,um der Ort,nicht der Ort,"The preceding sentence says nothing can be done here; ""nicht der Ort wegen Betreibung dieses Geschäftes"" (not the place for pressing this business) reverses the",
96,096,3,transcription-note,H Dams[?],H[essen] Darmstadt,The same prince is named in full two lines earlier; the abbreviation is probably for Hessen-Darmstadt. Left unexpanded in the translation.,
96,096,3,transcription-note,damit es mir Hand bleibt,damit es in meiner Hand bleibt,"Preposition apparently omitted; ""so that it remains in my hand"" is the likely sense.",
97,097,1,transcription-note,Anfrichtig,Aufrichtig,'Anfrichtig' is not a German word; n/u minim confusion in Kurrent.,
97,097,1,transcription-note,dem Monarchus,dem Monarchen,Regular weak dative; 'Monarchus' looks like a transcription artefact.,
97,097,1,transcription-note,die Täusch Sache,die Tausch-Sache,Spelled 'Tausch' on page 2; 'Täusch' likely a misread umlaut.,
97,097,1,transcription-note,sagt mich noch gestern,sagte mir noch gestern,Standard construction; 'mich' for 'mir' and 'sagt' for 'sagte' are probable transcription slips.,
97,097,2,transcription-note,Zimme,Himmel,The idiom is 'Himmel und Hölle aufbieten' (to muster heaven and hell); 'Zimme' has no sense here.,
97,097,2,transcription-note,Monarchin,Monarchen,Page 1 and the whole context concern the King; the feminine article-noun mismatch suggests a misread ending.,
97,097,2,transcription-note,Secul,Secularisations-,"Standing abbreviation for the secularisation business, but unverified.",
98,098,1,transcription-note,So quaal voll,So qualvoll,orthographic split of qualvoll,
98,098,1,transcription-note,Ewer Hochfürſtlohn Durchlaucht,Ewer Hochfürstliche Durchlaucht,"""Hochfürstlohn"" is a transcription corruption of the standard style; rendered per termbase but the reading is defective",
98,098,1,transcription-note,der Plench,der Glenck,the same messenger named in the preceding sentence; Kurrent G/P confusion plausible — but left as transcribed,
98,098,1,transcription-note,des Singes,des Sieges,"""fruits of the victory"" fits the context of a hard-fought struggle",
98,098,1,transcription-note,Wannvoller,wonnevoller,"""more delightful"" would complete ""desto ...""",
98,098,1,transcription-note,bewesen,gewesen / bewiesen,unclear which; both readings change the sense,
98,098,2,transcription-note,Gemacht,Gemach,chamber; the -t is likely a transcription slip,
98,098,2,transcription-note,Ausbach,Ansbach,the Prussian margraviate; u/n Kurrent confusion — left as transcribed,
98,098,2,transcription-note,Die Königen,die Königin,"the Queen (singular), as translated",
98,098,3,transcription-note,Reisornements,Raisonnements,"French raisonnements — public talk, speculation; fits ""unsäglichen"" and ""Publicum""",
98,098,3,transcription-note,Köchrises,Köckritz,the same royal adjutant named on page 1,
98,098,3,transcription-note,seinen Wedde,seinem Wedell,Wedell is named on page 4; likely the same person,
98,098,3,transcription-note,den und werden,denn nun werden,"""for now the B— will tremble again""",
98,098,3,transcription-note,Monarchien,Monarchen,"the Monarch (dative singular), as translated",
98,098,4,transcription-note,Borten,dorten,"""there"" — parallel to the ""dorten/hier"" opposition running through the letter; B/d Kurrent confusion",
98,098,4,transcription-note,Ihre Reiche erweitern,Ihre Reihe / Ihren Bereich erweitern,"""enlarge your realms"" is odd for a Fürst's territorial claims but not impossible; left as written",
98,098,4,transcription-note,so gibt es gleich ob,so gilt es gleich ob,"""it is all one whether""; b/l confusion",
98,098,4,transcription-note,eine bloße posse,eine bloße Posse,"capitalisation only; ""farce""",
99,099,1,transcription-note,bean digt,beendigt,Word split across a line-break; 'bestens beendigt' ('brought to the best conclusion') fits the context.,
99,099,1,transcription-note,Wildeganst,Wildegans,Terminal -t likely a Kurrent flourish; the name recurs on p. 2 as 'Wildeganster'.,
99,099,1,transcription-note,Prittwyl,Prittwitz,Spelled 'Prittwitz' on p. 2; -yl likely a misread -tz.,
99,099,1,transcription-note,der ist man beiden intimer Freund,der ist mit beiden intimer Freund,Single-letter confusion man/mit yields grammatical sense.,
99,099,2,transcription-note,Cab. W.,Cab. R. (Cabinets-Rath),W and R are readily confused in Kurrent; the passage elsewhere speaks of Cabinets Räthe.,
99,099,3,transcription-note,zu höppig,zu hoffärtig / zu höhnisch,Reading 'höppig' is not a word; a Kurrent misreading of hoffärtig (haughty) would fit 'wrote too haughtily to the King'.,
99,099,3,transcription-note,Mier Zeugn,mir Zeugen,Capital M and 'Mier' likely 'mir'; 'sind mir Zeugen da' = 'I have witnesses to hand'.,
99,099,3,transcription-note,mehr als ihn komt,mehr als ihm kommt,'als ihm zukommt' = 'than is due to him'; single-letter confusion ihn/ihm.,
99,099,3,transcription-note,versagt,versetzt or versendet,'nach Breslau versetzt werden soll' ('is to be transferred to Breslau') fits the syntax; versagt does not.,
100,100,1,transcription-note,aus ... gesetzt bleiben solle,ausgesetzt bleiben solle,"Reads as a split of the single verb 'ausgesetzt bleiben' ('should remain suspended'), the two halves separated because the transcriber followed the manuscript l",
100,100,1,transcription-note,untertänigst / Euer Hochfürstliche Durchlaucht ermangle ich nicht,Euer Hochfürstlichen Durchlaucht ermangle ich nicht untertänigst anzuzeigen,The dative 'Euer Hochfürstlichen Durchlaucht' is expected with 'anzuzeigen'; the transcribed nominative/accusative form may be a misreading of the ending.,
101,101,1,transcription-note,vierthschaftlichen,wirthschaftlichen,Kurrent w/v and r/rt confusion; 'true economic principles' is the expected phrase.,
101,101,1,transcription-note,zu fußern zu legen,zu Füßen zu legen,'to lay at the feet of' is the standard deferential formula.,
101,101,1,transcription-note,Allerdurchlauchtigster,Allerdurchlauchtigster König,Salutation to Friedrich Wilhelm III would normally carry a noun.,
101,101,2,transcription-note,Grutto,Brutto,B/G confusion; the sentence contrasts gross and net yield.,
101,101,2,transcription-note,ons dem Anſchlage,aus dem Anschlage,'aus' fits the idiom 'aus dem Anschlage weglassen'.,
101,101,2,transcription-note,Behalter für die Amts Justitz Officianten,Gehalte für die Amts Justitz Officianten,'Behalter' is meaningless here; 'Gehalte' (salaries) fits the account of outlays.,
101,101,2,transcription-note,scheint nach zu neu,scheint noch zu neu,a/o confusion in Kurrent; 'noch zu neu' is idiomatic.,
101,101,3,transcription-note,das Termin zwar gros genug ist,das Terrain zwar gros genug ist,"Forest extent, not a legal term, is under discussion.",
101,101,3,transcription-note,bewärtzende,bewürkende / bewirkende,'zu bewürkende Meliorationen' (meliorations to be effected); cf. 'bewürkt' on page 5.,
101,101,3,transcription-note,wohl es kommt,woher es kommt,causal connective required.,
101,101,3,transcription-note,Diese Büter,Diese Güter,B/G confusion; 'Güter' (estates) is required.,
101,101,4,transcription-note,Verhandlungs Societaet,Seehandlungs Societaet,The same body is named Seehandlungs Societaet immediately before and after.,
101,101,4,transcription-note,H. von 20,H. von Voss,Voss is the antagonist throughout; the numeral is likely a misread abbreviation. Kept as [illegible] in the translation.,
