letter,pad,page,kind,german,english,note,ruling
72f,072f,1,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
72f,072f,1,emendation-uncertain,Siedern,Siedern = Siederer? or a place-name attribute of the Podprefect,Unidentifiable as transcribed.,
72f,072f,2,number-check,14,,numeral in the German does not appear in the English,
72f,072f,2,unmarked-in-german,0 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
72f,072f,2,marker-check,,5 present,model reported 4 markers but emitted 5,
72f,072f,2,emendation-uncertain,Erquilett,"Krüppel or ""ein Erkrankter""","Context requires something like ""like a cripple""; unresolved.",
72f,072f,2,emendation-degrades,seit Mahn,seit Mai,"A month-name would fit ""täglich ist seit ... hier Einquartierung"".",
72f,072f,3,name-check,,Sorrechsta,name reported in the English is not in the German,
72f,072f,3,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
72f,072f,4,unmarked-in-german,0 marked,6 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
72f,072f,4,marker-check,,6 present,model reported 5 markers but emitted 6,
72f,072f,4,emendation-uncertain,Honrichs,Heinrichs / Hawich,Name unstable in this correspondence; carried as transcribed.,
72f,072f,4,emendation-degrades,Kopoyno,Kopojno,The heading spells it Kopojno; the signature line Kopoyno. Both carried as found.,
73,073,1,unmarked-in-german,0 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
73,073,1,marker-check,,4 present,model reported 6 markers but emitted 4,
73,073,1,emendation-degrades,Hochzuehnder Herr,Hochzuehrender Herr,standard salutation; 'Hochzuehnder' lacks the r,
73,073,1,emendation-degrades,der Part contract,der Pacht-Contract,context is a lease contract; 'Part' likely misread 'Pacht',
73,073,2,marker-check,,0 present,model reported 1 markers but emitted 0,
73,073,2,emendation-degrades,doron v Stössel,Baron v Stössel,'der alte Baron v. Stössel' appears on p.3; 'doron' is likely a misread 'Baron',
73,073,3,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
73,073,4,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
73,073,4,marker-check,,1 present,model reported 2 markers but emitted 1,
74a,074a,1,number-check,"1871,",,numeral in the German does not appear in the English,
74a,074a,1,name-check,,Kallischen,name reported in the English is not in the German,
74a,074a,1,name-check,,Berlin,name reported in the English is not in the German,
74a,074a,1,unmarked-in-german,2 marked,6 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
74a,074a,1,marker-check,,6 present,model reported 5 markers but emitted 6,
74a,074a,1,emendation-degrades,bis Ende July 1871,bis Ende July 1811,"The document is dated 30 July 1811, and 1 Nov 1807 to end July 1811 is exactly 3 3/4 years, as the text itself states.",
74a,074a,1,emendation-degrades,obgedachte 8000 Rthl,obgedachte 80000 Rthl,The bequest is twice named as 80000 Rthl elsewhere.,
74a,074a,2,glossary-mismatch,Cammer,Chamber,termbase rendering not found in the English,
74a,074a,2,glossary-mismatch,Invaliden-Casse,the Invalids' Fund,termbase rendering not found in the English,
74b,074b,1,glossary-mismatch,Propination,propination rights,termbase rendering not found in the English,
74b,074b,1,glossary-mismatch,Pro Memoria,Pro Memoria,termbase rendering not found in the English,
74b,074b,1,damage-page,[...],,page carries a gap or damaged edge; confirm the English shows the hole rather than bridging it,
74b,074b,1,emendation-degrades,Nogeln / Nageln,one single surname (e.g. Nageln),Two spellings within three lines of what appears to be the same person; one is likely a transcription slip.,
74b,074b,1,emendation-degrades,Radzowski / Radzewski,one single surname,Same person named twice with differing vowel; one spelling is likely a misreading.,
74c,074c,1,glossary-mismatch,Invaliden-Casse,the Invalids' Fund,termbase rendering not found in the English,
74c,074c,1,emendation-degrades,der Fürsten von Sacken,der Fürstin von Sacken,"The testatrix is introduced as ""der verstorbenen Frau Fürstin von Sacken""; the estate should be hers.",
74d,074d,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
74d,074d,1,glossary-mismatch,Invaliden-Casse,the Invalids' Fund,termbase rendering not found in the English,
74d,074d,1,emendation-degrades,Woldermann / Stoewersand,(court officials' signatures),"Both are signature names of uncertain reading; ""Stoewersand"" in particular may be a misread surname. Left exactly as transcribed.",
74d,074d,1,emendation-degrades,Grüneberg,Grünberg,Grünberg in Schlesien is the known place; but the transcription is left standing.,
75,075,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
75,075,3,name-check,,Krüger,name reported in the English is not in the German,
75,075,3,emendation-degrades,auf Johann,auf Johanni,"leases in this correspondence run to and from Johanni (24 June); a bare given name makes no sense with ""verpachtet""",
77,077,1,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
77,077,1,emendation-uncertain,in dem Geh. Rath Beyhm,an den Geh. Rath Beyhm / durch den Geh. Rath Beyhm,the letter is presumably conveyed by or addressed to Privy Councillor Beyhm; 'in dem' is anomalous,
77,077,1,emendation-uncertain,Glen,Sie / Klein (a person),'Glen' appears where a subject of 'formirte' is needed; possibly a misread name or pronoun,
77,077,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
77,077,3,glossary-mismatch,treuester Knecht,most faithful servant,termbase rendering not found in the English,
77,077,3,emendation-uncertain,Burensprung,Burgsdorff / Burgsdorf,the Prussian Landforstmeister of the period; name may be corrupted — not folded into translation,
78,078,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
78,078,1,emendation-degrades,Geh. Ewang Rath Schultz,Geh. Ober-Finanz-Rath Schultz (or Geh. Legations-Rath),'Ewang' is not a known Prussian councillor style; likely a garbled abbreviation in the Kurrent,
78,078,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
78,078,2,emendation-degrades,H. v. Seit benfeld,H. v. Triebenfeld,v. Triebenfeld is named in the preceding sentence; 'Seit benfeld' is likely a misreading of the same name,
78,078,2,emendation-degrades,Minister v. Rath,Minister v. Voss,Voss is the minister named on page 1; 'Rath' may be a stray title read as a name,
78,078,2,emendation-uncertain,der Lebritz,der Cabinets-Rath / a place-name,unattested; the definite article suggests an office rather than a person,
78,078,3,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
78,078,4,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
78,078,4,emendation-uncertain,Michaelis,"possibly a surname, or the feast of Michaelmas mistaken for a signature",appears in the signature position but immediately before the place and date,
79,079,1,name-check,,Worner,name reported in the English is not in the German,
79,079,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
79,079,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
79,079,2,emendation-degrades,ihre 12 Rthl,possibly 12000 Rthl,The sum distributed below (2500 + 3000 + 300 ducats + remainder) far exceeds 12 Rthl. Figure left exactly as transcribed per rule.,
79,079,3,emendation-degrades,Stra ensee,Struensee,Word-break in the manuscript; the name is spelled 'Struensee' twice elsewhere.,
79,079,4,unmarked-in-german,0 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
79,079,4,glossary-mismatch,treuester Knecht,most faithful servant,termbase rendering not found in the English,
79,079,4,emendation-uncertain,ter 120 Rthl,"unter 120 Rthl, or a marginal insertion belonging elsewhere",'ter' is an orphaned syllable; the figure may belong to a different clause. Figure carried across unchanged.,
80,080,1,name-check,,Hohenlohe-Ingelfingen,name reported in the English is not in the German,
81,081,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
81,081,1,emendation-degrades,Registratus mit Expedition,Registratur und Expedition,"The registry and dispatch office is the plausible institution from which the writer ""is just now returning"".",
81,081,1,emendation-degrades,Geh. Einweg Rath,Geh. [Ober-]Finanz Rath (or another title element),"""Einweg"" is not an element of any Prussian councillor's title; a misread compound is likely, but the correct reading cannot be settled here.",
81,081,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
82,082,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
82,082,2,unmarked-in-german,1 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
82,082,2,emendation-uncertain,seinen,seinen [Namen] / eigenhändig,possibly a truncated docket note or an abandoned word,
83,083,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
83,083,1,emendation-uncertain,Unſchäppbares Begrat,unschätzbares Beygut / unschätzbares Kleinod,"""unschätzbares"" (inestimable) is the likely adjective; ""Begrat"" resembles no noun — possibly ""Beygut"" (adjoining estate) or a misread ""Kleinod"".",
83,083,3,name-check,Höym,,name in the German is absent from the English,
84,084,1,emendation-degrades,die Krotoszyn zu Sache zu arangiren,die Krotoszyner Sache zu arangiren,"Word order suggests a garbled ""die Krotoszyner Sache"" (the Krotoszyn affair).",
84,084,2,marker-check,1 in German,0 in English,a mark of doubt in the German is missing from the English - a hole may have been smoothed over,
84,084,3,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
85,085,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
85,085,1,emendation-degrades,Kr. Rath v. Triebenfeld,Kriegs- und Forstrath v. Triebenfeld,The abbreviation likely stands for the fuller title used elsewhere in the corpus.,
85,085,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
86,086,1,emendation-degrades,gedachten Minister v. Voss aufgegeben haben,dem gedachten Minister v. Voss aufgegeben haben,Dative article apparently omitted in transcription.,
86,086,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
86,086,2,emendation-degrades,in den Münster von Struensee,an den Minister von Struensee,"Münster/Minister is a plain letter confusion; ""in den"" for ""an den"" is a common Kurrent misreading.",
86,086,3,name-check,Höym,,name in the German is absent from the English,
86,086,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
87,087,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
87,087,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
87,087,4,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
88,088,1,name-check,,Breslau,name reported in the English is not in the German,
88,088,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
88,088,1,glossary-mismatch,Hochwohlgebohren,Your Right Honourable,termbase rendering not found in the English,
88,088,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
89,089,1,marker-check,,0 present,model reported 1 markers but emitted 0,
89,089,1,emendation-uncertain,eine an Noch:,"eine an Noch[hammer?] / ""und noch eine""",unclear whether a name or the adverb; left as transcribed,
89,089,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
89,089,3,glossary-mismatch,Dismembration,dismemberment,termbase rendering not found in the English,
89,089,4,emendation-uncertain,Rentmeister Schmudels,Rentmeister Schmude / Schmudel,surname possibly corrupted or in the genitive with an added -s,
89,089,5,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
89,089,6,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
89,089,7,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
89,089,8,marker-check,,1 present,model reported 2 markers but emitted 1,
91,091,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
91,091,2,marker-check,1 in German,0 in English,a mark of doubt in the German is missing from the English - a hole may have been smoothed over,
91,091,2,emendation-degrades,Beym[?],Beyme,The edition's header gives the sender as Beyme; the signature is however only partly legible in the manuscript and is carried as transcribed.,
92,092,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
92,092,1,emendation-uncertain,tausp.,Tausch- (exchange) or Kaufs- (purchase),An abbreviation for the subject-matter of the Krotoszyn affair; cannot be settled from this text alone.,
92,092,1,emendation-uncertain,Donntag,Sonntag or Donnerstag,No such weekday; single-letter confusion likely.,
93,093,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
93,093,1,emendation-degrades,H. C. H Beym,H[err] C[abinets] R[ath] Beyme,Karl Friedrich Beyme was Cabinet Councillor to Friedrich Wilhelm III in 1798; the final -e may have been lost and R misread as H.,
93,093,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
93,093,2,emendation-uncertain,elementiren,démolieren / ruiniren,"A verb of destruction is required by the metaphor; possibly ""eliminiren"" or a Kurrent misreading of ""demoliren"".",
93,093,3,unmarked-in-german,1 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
93,093,3,emendation-degrades,vlld,Rthl,A sum of several thousand in a gift snuff-box; the abbreviation may be a misread currency mark. Wholly conjectural.,
94,094,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
94,094,2,marker-check,,1 present,model reported 2 markers but emitted 1,
94,094,2,emendation-degrades,Zartmo[?],unsettled,The signature is incomplete and the name-form is not attested elsewhere in the correspondence; left as transcribed.,
95,095,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
95,095,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
96,096,1,name-check,Bernhardi,,name in the German is absent from the English,
96,096,2,emendation-degrades,Weise nach Öhringen,Reise nach Öhringen,"""Reise"" (journey) fits the context of leave, route and tour; R/W confusion in Kurrent. Translation retains a neutral rendering.",
96,096,3,name-check,Beyhm,,name in the German is absent from the English,
97,097,2,unmarked-in-german,1 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
97,097,2,glossary-mismatch,treuester Knecht,most faithful servant,termbase rendering not found in the English,
97,097,2,emendation-degrades,Prot.,Protocoll-Sache,Abbreviation left unexpanded in the transcription; could equally be 'Protestations-' or a personal matter.,
97,097,2,emendation-uncertain,Glenck,Gelenk / a proper noun,"Unattested as written; possibly a mechanical term for the trap's hinge, or a corrupted surname.",
98,098,1,emendation-uncertain,Quat: Sache,Quart:/Quatember-Sache?,abbreviation left unexpanded in the transcription,
98,098,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
98,098,2,emendation-uncertain,jedes Bees,jedes Böse / jedenfalls,"possibly ""alles Böse"" (all the trouble); unresolved",
98,098,3,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
98,098,3,emendation-uncertain,der Armez verwerten Princes,der arrestirten/verwitweten Prinzess,context is the widowed Princess Louis of the previous page; wholly conjectural,
98,098,4,glossary-mismatch,treuester Knecht,most faithful servant,termbase rendering not found in the English,
99,099,1,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
99,099,1,emendation-degrades,Durchlaucht v Köckritz,der Obrist v. Köckritz,"Köckritz was a royal adjutant, not a Durchlaucht; 'O v Ko.' appears on p. 3.",
99,099,2,emendation-degrades,wolte Brand: nicht erlaubt,wolte Brand: nicht erlauben,Infinitive required after 'wolte'.,
99,099,3,name-check,,O. v. Ko.,name reported in the English is not in the German,
99,099,3,unmarked-in-german,0 marked,6 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
99,099,3,marker-check,,6 present,model reported 5 markers but emitted 6,
99,099,3,emendation-uncertain,das Löte,der Lette / der L[andrath],Unidentifiable; possibly a corrupted surname.,
99,099,3,emendation-degrades,K. Rath v Cöln,Kriegsrath v. Cöln,'K. Rath' expanded per the office; the name may also be a misreading.,
100,100,1,emendation-degrades,Etats Minister,Etats-Minister (Staatsminister),Standard Prussian title; spelling retained as transcribed in the translation.,
101,101,1,marker-check,,0 present,model reported 1 markers but emitted 0,
101,101,1,emendation-degrades,9540 Rthl,9543 Rthl,Page 2 gives the same fund as 9543 Rthl; one of the two figures is a misreading. Both left as transcribed.,
101,101,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
101,101,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
101,101,3,emendation-uncertain,Holländer Hufe / zweyer Holländer,Hauländer Hufe / zweyer Hauländer,The settler tenure in this correspondence is Hauländer (see NEEDS_CONFIRMATION section G); 'Holländer' may be the transcriber's normalisation. Left as transcrib,
101,101,4,number-check,20,,numeral in the German does not appear in the English,
101,101,4,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
101,101,5,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
101,101,6,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
101,101,7,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
101,101,7,glossary-mismatch,In tiefster,In deepest reverence,termbase rendering not found in the English,
102,102,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
102,102,1,emendation-uncertain,Chelmshi,Chelmski / Chełmski,"Polish surname form; ""Chelmshi"" is orthographically unlikely in Kurrent transcription (k/h confusion)",
102,102,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
102,102,2,emendation-degrades,der Prussiemski publicum zu laßen,der Prussiemski publiciren zu laßen,"""publicum"" is not construable; the sense of publishing a decree requires a verb",
102,102,3,name-check,,Prittswig,name reported in the English is not in the German,
102,102,3,emendation-uncertain,Winieces,Winiec / Wieniec,place name likely corrupted,
102,102,3,emendation-degrades,das Weigel davon Schuld ist,daß Weigel davon Schuld ist,"das/daß confusion, common in transcription",
102,102,4,name-check,,Berlin,name reported in the English is not in the German,
102,102,4,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
102,102,4,emendation-degrades,schmarcht,schmachtet,nearest plausible German verb; but not settled,
103,103,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
103,103,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
103,103,2,name-check,,Beukert,name reported in the English is not in the German,
103,103,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
103,103,2,emendation-uncertain,Winiges Forſte,Winieger / Winiec Forst,'Winiges' as an adjectival place-form is odd; likely a Polish forest name garbled.,
103,103,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
103,103,3,emendation-degrades,Ertrag von p Beukert,Ertrag von H[errn] Beukert,'p' is likely an abbreviation ('praefatus' or 'Herrn'); left as transcribed.,
103,103,4,unmarked-in-german,1 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
104,104,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
104,104,1,glossary-mismatch,Thoren,Thorn,termbase rendering not found in the English,
104,104,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
104,104,3,glossary-mismatch,Thoren,Thorn,termbase rendering not found in the English,
105,105,1,marker-check,,0 present,model reported 1 markers but emitted 0,
105,105,1,emendation-degrades,auch Breslau Seniation gemacht habe,auch in Breslau Sensation gemacht habe,a missing preposition would make the clause parse,
106,106,1,emendation-uncertain,Empletu,"Emption / Empfion (emtio, purchase)","Latin emtio/emptio (""purchase"") would fit the context of a Güterkauf; the transcribed form is not a word.",
106,106,2,name-check,Besichtigung,,name in the German is absent from the English,
106,106,3,emendation-degrades,nur Eysenhardt sagt,mir Eysenhardt sagt,"""as Eysenhardt tells me"" is the expected idiom; nur/mir differ by one minim in Kurrent.",
107,107,2,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
107,107,2,emendation-degrades,der Min Heinel,der Min. Heinitz,possible corruption of a Prussian minister's name; not settled,
107,107,3,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
108,108,1,name-check,,Triebenfeld,name reported in the English is not in the German,
108,108,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
108,108,2,unmarked-in-german,0 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
108,108,2,marker-check,,5 present,model reported 4 markers but emitted 5,
109,109,1,unmarked-in-german,0 marked,9 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
109,109,1,marker-check,,9 present,model reported 8 markers but emitted 9,
109,109,1,emendation-degrades,Berlin den 31ten Januar 1805,Berlin den 31ten Januar 1801,The edition dates this letter [1801-01-31]; the year in the transcription reads 1805. Discrepancy left standing in the translation.,
109,109,1,emendation-uncertain,Wildegansch,Wildegans / Wildegansky,Possibly a corrupted surname; final -ch may be a Kurrent flourish. Not emended in the translation.,
109,109,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
109,109,2,emendation-uncertain,Pärzten,Pächter? / a place name?,"Not a recognisable word or established name; possibly a corrupted place or a misreading of ""Pächter"" (lessees). Left unemended.",
110,110,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
110,110,1,glossary-mismatch,treuester Knecht,most faithful servant,termbase rendering not found in the English,
110,110,1,emendation-degrades,in die erste Ministerial Bericht,in dem ersten Ministerial-Bericht,Gender/case do not agree as transcribed; likely a transcription slip rather than the writer's usage.,
111,111,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
111,111,1,emendation-uncertain,Wildegansch,Wildegans / Wildeganß,Proper noun with an anomalous -sch ending; possibly the surname Wildegans. Not altered in the translation.,
112,112,1,emendation-degrades,der bis hafte Wildegansch,der boshafte Wildegansch,"""bis hafte"" is meaningless; boshaft (malicious) fits the invective and the Kurrent letter-shapes.",
112,112,1,emendation-uncertain,Wünster,Wüster / Münster (?),Name occurs once only and cannot be checked against the other letters; flagged as unverified.,
112,112,1,emendation-degrades,Wildegansch / Wildegens / Wilde Ganß,one consistent form,"Three spellings of the same person within two pages; at least two must be misreadings, but the edition leaves them as transcribed.",
112,112,2,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
113,113,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
113,113,1,emendation-uncertain,Asch und Gad,Asch und Gad (creditor firm?),"Reads as a pair of Jewish creditor names; on page 2 the same pair appears as ""Asch und Geld"", suggesting one of the two transcriptions is corrupt.",
113,113,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
113,113,2,emendation-degrades,Wildegensch,Wildegensch (unidentified),Name form not otherwise attested in the correspondence; possibly a corrupted surname.,
114,114,1,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
114,114,1,marker-check,,3 present,model reported 4 markers but emitted 3,
114,114,1,emendation-uncertain,die Schnee noth,die Schwind-noth / die schwere Not,"""Schneenoth"" makes no sense as an imprecation; ""die schwere Not"" (the falling sickness) is the period curse.",
114,114,2,unmarked-in-german,2 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
114,114,2,marker-check,,4 present,model reported 6 markers but emitted 4,
114,114,2,glossary-mismatch,Wechsel,bill of exchange,termbase rendering not found in the English,
114,114,2,emendation-uncertain,die Bethe,die Beylage / die Acte,"""Bethe"" is not an identifiable noun in this context; a document expected back with a declaration is meant.",
114,114,2,emendation-degrades,in großer Wechsel,in großen Wechseln,grammatical concord suggests a plural dative of Wechsel (bills of exchange).,
114,114,2,emendation-uncertain,Frig[?],Fritz / Frisch,signature abbreviation uncertain in the manuscript; left as transcribed.,
115,115,1,name-check,,Triebenfeld,name reported in the English is not in the German,
115,115,1,emendation-degrades,Mitt dH. Minister,Mit d[em] H[errn] Minister,abbreviation for 'dem Herrn Minister'.,
115,115,2,emendation-degrades,in der Quist. Angelegenheit,in der Quist[schen] Angelegenheit,"The abbreviation point suggests an adjectival form of a family name, 'the Quist affair'.",
116,116,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
116,116,1,glossary-mismatch,Pohlen,Poland,termbase rendering not found in the English,
116,116,2,glossary-mismatch,Pohlen,Poland,termbase rendering not found in the English,
116,116,3,number-check,10,,numeral in the German does not appear in the English,
116,116,3,name-check,,Breslau,name reported in the English is not in the German,
116,116,3,unmarked-in-german,1 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
116,116,3,emendation-uncertain,Wünstere,a personal name (Wünsche? Wünster?),Reads as a proper noun in the position of a person not to be shown the note; the form is not a German word and the name is otherwise unattested here.,
117,117,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
117,117,1,emendation-degrades,wie es o Grotowski ausstellen muß,wie es v. Grotowski ausstellen muß,"'o' almost certainly a misread 'v.' (von), as elsewhere on the page",
117,117,1,emendation-degrades,Hoffrath Ebersbach,Hofrath Ebersbach,orthographic doubling only; name itself left as transcribed,
117,117,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
117,117,2,emendation-degrades,der Siderung Smith,der Sidney Smith,Sir Sidney Smith commanded off Flushing; 'Siderung' has no sense,
117,117,3,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
117,117,3,marker-check,,3 present,model reported 2 markers but emitted 3,
118b,118b,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
118b,118b,1,glossary-mismatch,Wechsel,bill of exchange,termbase rendering not found in the English,
118b,118b,1,emendation-degrades,die Mieths Kutscher 20 Rthl habe,die Mieths Kutscher 20 Rthl haben,Plural verb required by 'verlangten' in the same clause; likely a slip of the pen or a transcription error.,
118c,118c,1,glossary-mismatch,Ewr Hochfürstliche Durchlaucht,Your Most Serene Highness,termbase rendering not found in the English,
118c,118c,1,glossary-mismatch,Wechsel,bill of exchange,termbase rendering not found in the English,
118c,118c,1,emendation-degrades,Die Gräfin Schlabrendorff wird mit die 50000 Rthl bis Weinachten ... warten,mit den 50000 Rthl,Case error (accusative for dative) in the transcription; sense unaffected.,
119,119,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
119,119,1,glossary-mismatch,Dismembration,dismemberment,termbase rendering not found in the English,
119,119,1,emendation-degrades,vor 23 Hufen,für 23 Hufen,'vor' for 'für' is a common orthographic variant of the period; sense is 'for'.,
119,119,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
120,120,1,number-check,14,,numeral in the German does not appear in the English,
120,120,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
120,120,1,emendation-uncertain,hinweitem,"hinreiten / hin, weiter","No such German word; a verb of motion is required by ""soll ... wieder"".",
120,120,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
