letter,pad,page,kind,german,english,note,ruling
27,027,1,unparseable,ist der einzige Ander auf den ich allein baar,,"""Ander"" is not a noun here and ""baar"" is not a finite verb; the predicate is missing or corrupt.",
27,027,1,unparseable,und ihm im Erklärung gebeten,,"""im Erklärung"" is ungrammatical (for ""um Erklärung""?); construction broken.",
27,027,1,unparseable,"weil er nur alle, dem Wibicki das Gut Maniecki zurück. zu geben",,"""nur alle"" and the syntax of the clause do not parse; word or words apparently lost or corrupted.",
27,027,1,flagged,ja ich glaube vielmehr daß vor der Hand alles abgewiesen werden wird,indeed I rather believe that for the time being everything will be dismissed,"alt: ""abgewiesen"" (dismissed/refused) stands here where the relat | Rare-pair occurrence: the manuscript form could be read as angewiesen (instructed/assigned) ",
27,027,1,flagged,um sehr die von mir eingetragene Summa zu sichern,in order very much to secure the sum registered by me,"alt: ""um mehr die ... Summa zu sichern"" - the more to secure the  | ""sehr"" is anomalous in this construction; the word may be a misreading.",
27,027,1,flagged,vor der Hand,for the time being,"alt: ""von der Hand"" - out of hand, offhand | vor/von confusion; ""vor der Hand"" is the idiomatic reading but the pair is on the watch-list.",
27,027,2,unparseable,mit allen jezt dort vorhandenen Alantons,,"""Alantons"" is not a German word and cannot be identified as a name or a class of persons.",
27,027,2,unparseable,wodurch der Sache eine solche Joarnari gegeben werden soll,,"""Joarnari"" is not a German word; no reading can be established.",
27,027,2,unparseable,daß alle Pohlen ihre Söhnen erschloßen sollen,,"""ihre Söhnen erschloßen"" does not parse: case error and a verb that yields no sense in context.",
27,027,2,unparseable,Ewr Hochfürstliche Durchlaucht beanten Wgbl treu gehorsamster Diener,,"""beanten Wgbl"" is not resolvable; probably an abbreviated formula corrupted in transcription.",
27,027,2,flagged,Durch unseren Höst kan ich in der Geschichte auch nicht das mindeste effectuiren,Through our Höst I can effect not the least thing in the business.,"alt: ""Höst"" may be a corrupted proper name (a person or court), o | Word not identifiable; retained as transcribed.",
27,027,2,flagged,Bei ich aber so glücklich Allerwürcke oder auch Ihre Konstantin nahe zu kommen,"But if I am so fortunate as to come near Allerwürcke, or also to your Konstantin","alt: Reading ""Bei"" as ""Bin""/""Werde ich aber so glücklich"" (should | The conjunction and the two nouns are both doubtful; two quite different senses result.",
27,027,2,flagged,"und ich glaube, daß es nur gelingen wird Mittel aufzufinden",and I believe that it will only succeed in finding means,"alt: ""daß es mir gelingen wird"" - that I shall succeed in finding | ""nur"" may be a misreading of ""mir"", which changes the sense materially.",
27,027,2,watchlist-spotcheck,rfen - Ich gehn morgen wieder nach Memel und vieleicht von dorte,,"random sample on ""nach"" - not a suspected error, a probe on under-flagging",
28,028,1,flagged,abgenommen,taken over (seized from the administration),alt: taken away / removed | Abnahme here is the judicial dispossession of the estates; rendered neutrally.,
28,028,2,unparseable,in D. Prozeße,,"The abbreviation 'D.' before 'Prozeße' does not resolve; it may be a numeral, an ordinal, or a place abbreviation. Left ",
28,028,2,unparseable,der Probst Jwanski und Kuchary,,Grammatically singular 'der Probst' with two names joined by 'und'; unclear whether Kuchary is a second person or the pa,
28,028,2,flagged,der Probst Jwanski und Kuchary,the Provost Jwanski and Kuchary,"alt: the Provost Jwanski of Kuchary (Kuchary as his benefice, not | The singular 'er ... verlohren hat' suggests a single plaintiff; but the German as transcrib",
28,028,2,flagged,den Decem von Swięcia cie,the tithe from Swięciacie,alt: the tithe of Swięcia-cie (word split in manuscript; place na | The name is broken across a line in the transcription.,
28,028,3,unparseable,ich war de allenfalls dem Mandatario assistiren,,"'war de' is a broken form; probably 'würde', but as transcribed the clause has no finite verb agreeing with the infiniti",
28,028,3,unparseable,Ew. Hochfürstliche Durchlaucht Interodie-,,Word broken at the page edge and misspelled; 'Interodie-' does not resolve. The sentence continues onto page 4.,
28,028,3,flagged,Entschädigang,compensation,alt: a spelling error for Entschädigung; conceivably a different  | Transcribed with 'a'; read as Entschädigung.,
28,028,4,unparseable,"id, ersterbe",,"'id,' is not a German word; presumably a corrupt capture of 'ich'. Left unrepaired.",
28,028,4,unparseable,erthänigster.,,Truncated form of 'unterthänigster'; the noun 'Diener' is absent in the transcription.,
28,028,4,flagged,erthänigster.,most humble and obedient [servant],"alt: 'gehorsamster' or another degree of the formula, if the trun | Only the tail of the word survives; the degree of self-abasement cannot be confirmed.",
28,028,4,flagged,Hawich,Hawich,"alt: the signature may be a corrupt reading of the agent's name | The letter is attributed to von Triebenfeld, but the transcribed signature reads Hawich; carri",
28,028,3,watchlist-spotcheck, der Pächter Martin v. Otocki als Cessionarius des Constantin O,,"random sample on ""als"" - not a suspected error, a probe on under-flagging",
29,029,1,unparseable,und wann durch in Breslau war aufzuwarten,,"""durch in Breslau war"" has no possible construction; probably a corrupted transcription of something like ""wann ich in B",
29,029,1,unparseable,da ich von meinen gnädigsten Herrn Durchlaucht darum gefragt wor,,"Sentence breaks off mid-word (""wor"" for ""worden""); the case of ""von meinen gnädigsten Herrn Durchlaucht"" is also irregul",
29,029,1,flagged,noch der Retour von Memel,still [uncertain: after] the return from Memel,"alt: after the return from Memel (reading ""noch"" as ""nach"") | ""noch der Retour"" is not grammatical with ""noch""; ""nach der Retour"" (after the return) would be id",
29,029,1,flagged,als Ew. Hochwohlgeboren ich die Ehr hatte ... zu begegnen,When I had the honour of meeting Your Right Honourable,"alt: As/since I had the honour of encountering Your Right Honoura | ""als"" here is temporal in the smoother reading but could be causal-explanatory.",
29,029,1,flagged,wann durch in Breslau war aufzuwarten,"and when, of waiting upon you in Breslau","alt: and when I might be [permitted] in Breslau to wait upon you | ""durch ... war"" does not construe; the sense of waiting upon in Breslau is clear but the synt",
29,029,2,unparseable,"Sehr glücklich, wann Ew. Hochwohlgeboren ich die Ehe haben könnten zu sprechen, ",,"Word order and agreement are broken (""würden es mich machen"" for ""würde es mich machen""); rendered as best as the sense ",
29,029,2,unparseable,"da könnte ich nicht vom Fleck und noch härten wären es, wann ich die Stallungen ",,"Verb missing after ""vom Fleck""; ""noch härten"" for ""noch härter""; ""wären es"" and ""sollten"" do not agree with their subjec",
29,029,2,unparseable,und wird einen andern Aufenthalts Ort suchen,,Subjectless clause with third-person verb; cannot be attached to the preceding sentence as transcribed.,
29,029,2,unparseable,Bal[?],,"Signature or place-word, largely illegible; not identifiable.",
29,029,2,flagged,die Ehe haben könnten,could have the [uncertain: marriage],"alt: could have the honour (reading ""Ehre"" for ""Ehe"") | ""Ehe"" = marriage; the formula plainly wants ""Ehre"" = honour, but the transcription reads ""Ehe"".",
29,029,2,flagged,in tiefster Hochachtung erstorben,in deepest reverence I have died,"alt: in deepest reverence I remain, until death (the standing for | ""erstorben"" is the past participle (having died); the standing formula is ""ersterbe"" = I rem",
29,029,2,flagged,ad Ew. Hochwohlgeboren,to Your Right Honourable,"alt: Latin ""ad"" may be a misreading of German ""an"" or of the abbr | ",
29,029,2,watchlist-spotcheck,nquartierung bekommen sollen: da könnte ich nicht vom Fleck un,,"random sample on ""da"" - not a suspected error, a probe on under-flagging",
30,030,1,unparseable,mit wichtigen Rufbrägen hieher gesandt,,"""Rufbrägen"" is not a German word; presumably a garbled noun (Aufträgen? Rückfragen?). Left unrepaired.",
30,030,1,unparseable,"um seinehe, da keine Königl. Cassen hier",,"""um seinehe"" does not parse in any reading.",
30,030,1,flagged,Franz-strenger Bewechung,strict French [uncertain: guard/surveillance],"alt: ""Franz.-strenger Bewachung"" = strict French guard; or ""Beweg | Transcription reads Bewechung, which is not a German word; the hyphenated compound is also i",
30,030,1,flagged,"Ich bewirr mit allen Juristen, daß ich nicht der Schuldner sey.",I [proved?] with all the jurists that I was not the debtor.,"alt: ""Ich bewies mit allen Juristen"" = I proved, with all the jur | ""bewirr"" is not a finite verb form; two different senses are possible.",
30,030,1,flagged,um sehr ſchiefe Richtung gegeben hat,has given ... a very crooked turn,"alt: reading ""um"" as an error for ""eine"": ""has given my civil exi | ""um"" before an accusative noun phrase does not construe here.",
30,030,2,unparseable,"Stamen, eintragen laßen",,"""Stamen"" is not a German word and the clause lacks its object; not repaired.",
30,030,2,unparseable,die lyöchst Sie an Eysenhardt cedirt haben,,"""lyöchst"" does not parse; possibly ""höchst"" or ""welche höchstdieselbe"".",
30,030,2,flagged,die Banke Anweisung auf 6000 Rthl,the bank order to pay for 6000 Rthl,"alt: Abweisung = a dismissal/refusal (i.e. ""the bank's refusal"") | Mandatory flag: Anweisung/Abweisung differ by one Kurrent minim and have opposite senses. Con",
30,030,2,flagged,"Stamen, eintragen laßen","[uncertain: name/register], and that he must pay","alt: ""auf seinem Namen eintragen laßen"" = had it entered in his o | ""Stamen"" is not a word; page break makes the syntax of the carry-over uncertain.",
30,030,2,flagged,keinen denia,not a denier,"alt: ""keinen Denar/Denier"" = not a penny | Abbreviated/garbled coin-name.",
30,030,2,flagged,die Pehlen,the [uncertain: Pehlen],"alt: ""die Pohlen"" = the Poles | Almost certainly ""Pohlen"" (the Poles), but the transcription reads Pehlen; carried as transcribed.",
30,030,2,flagged,der Jude in Freyheit kaufte sich los,the Jew bought himself free into liberty,"alt: ""der Jude in Freyheit"" may be a garbling of ""der Jude, in Fr | The word order is irregular; possibly ""der Jude kaufte sich in Freyheit los"".",
30,030,2,flagged,5000 M,5000 M,"alt: 5000 Rthl (M as an abbreviation, or a misread Rthl) | Figure and unit carried across exactly as written.",
30,030,3,unparseable,Kontazen Hypothique,,"""Kontazen"" is not identifiable as a word or name; left as transcribed.",
30,030,3,unparseable,geruhen aber die Anweisung ja an mir zu geriren,,"""geriren"" is not a usable transitive verb here.",
30,030,3,flagged,die Anweisung ja an mir zu geriren,to [uncertain: geriren] the order to pay to me,"alt: Abweisung = a dismissal/refusal; and ""geriren"" may be ""zu re | Mandatory flag for Anweisung/Abweisung; the verb is additionally doubtful.",
30,030,3,flagged,die dafür verſezte Kontazen Hypothique von 10000,the [uncertain: Kontazen] mortgage of 10000 pledged for it,"alt: possibly a place- or person-name qualifying the mortgage (e. | ""Kontazen"" is unidentifiable; no currency unit is given with 10000.",
30,030,3,flagged,von der Besitz,from the [uncertain: Besitz],"alt: ""von dem Besitzer"" = from the possessor/holder | Gender and form do not agree; likely a garbled ""Besitzer"".",
30,030,3,flagged,dem Banquier oder baar zu befriedigen,"to satisfy the banker, or in cash","alt: ""den Banquier ... baar zu befriedigen"" = to satisfy the bank | ""oder"" may be a misread ""in""/""er""; the dative ""dem Banquier"" with ""befriedigen"" is irregular",
30,030,3,flagged,durch den Grosfügten,through the Grand Duke,"alt: ""Großfürsten"" = Grand Prince/Grand Duke (Russian title) | ""Grosfügten"" is garbled; Petersburg context favours Großfürsten.",
30,030,1,watchlist-spotcheck,n hat. Ich ward Ende Decembre von Memel mit wichtigen Rufbrägen,,"random sample on ""von"" - not a suspected error, a probe on under-flagging",
31,031,1,unparseable,aber auch würde ich im paar wahr Stube und Bette hüthen müße ahn ich völlig gewe,,Verb agreement and the phrase 'im paar wahr ... ahn ich völlig gewesen' do not parse; several words appear corrupt.,
31,031,1,unparseable,Ich habe alles hingegeben wie nicht zum Spott der Menschen zu werden,,'wie' where 'um' is required; the clause does not construe as written.,
31,031,1,unparseable,ich ge ward hierher gesandt,,Stray syllable 'ge' before 'ward'.,
31,031,1,unparseable,um müste ich aber die Schmach erlebe,,'um' with 'müste ... erlebe' does not construe; verb form incomplete.,
31,031,1,unparseable,Jezt sezige ich hier,,'sezige' is not a German verb form.,
31,031,1,unparseable,eine arge Confucum,,'Confucum' is not a German or Latin form; presumably Confusion.,
31,031,1,flagged,die ehemalige Anweisung auf die 6000 Rthl zurückzuschicken,to send back the former instruction for the 6000 Rthl,alt: to send back the former dismissal/refusal concerning the 600 | Anweisung and Abweisung are one minim apart in Kurrent and have opposite senses; here 'Anwei,
31,031,1,flagged,und ich bin auch nicht compromittirt (cf. p.3),—,alt: — | noted for the register only,
31,031,1,flagged,1 Rthl Dienen zugesagt,1 Rthl [uncertain: per diem],alt: promised him 1 Rthl 'Dienen' (word as transcribed makes no s | 'Dienen' is not a sum-unit; 'Diäten' (per diem) is the expected term.,
31,031,2,unparseable,durch 2 Jahre habe die bösereichte keinen heller abgeführt,,'bösereichte' is not a German word and the verb does not agree; subject unrecoverable.,
31,031,2,unparseable,ich hatte daher einen Cassus angenommen,,'Cassus' unintelligible in context (a person? a case?).,
31,031,2,unparseable,Heute bekomme ich von diesen Mann sei ist der Sohn des hiesigen Geheimen Ober Co,,"Broken syntax, unclosed parenthesis, 'sei ist'.",
31,031,2,unparseable,Was soll ich nun mit diesen und den Mitstelle machen?,,'Mitstelle' is not a German word; possibly a corrupted name.,
31,031,2,unparseable,ich habe ihn damals intermitisch genommen,,'intermitisch' is not a German word.,
31,031,2,unparseable,daß ihm solche nichts möge,,Verb missing ('nichts helfen möge'?); does not construe.,
31,031,2,unparseable,daß Habeschals Justiz Contenz erhalt 200 Rthl Spriteln bleiben,,"'Contenz', 'Spriteln' unintelligible; clause structure broken.",
31,031,2,unparseable,Sansta[?] Schenk 800 Rthl hatte einige Husten Land Pferde Gottes was 400 den Bet,,Word-list without syntax; several items unrecoverable.,
31,031,2,unparseable,Sportelen die Schenckk geg betrugen an 1200 Rthl,,'geg' incomplete.,
31,031,2,unparseable,Besonders ist dies bey einem Karl wittwärlicher ist sehr zu befürchten (see p.4),,see p.4,
31,031,2,flagged,wie soll das nun redvissirt werden,how is that now to be [uncertain: rectified],alt: 'redvissirt' may stand for 'redressirt' (redressed) or 'revi | The word as transcribed is not German.,
31,031,2,flagged,Hawich aus Peision ... Honrichs ... Henrichs,Hawich from Peision ... Honrichs ... Henrichs,alt: These may all be one or two persons whose names the transcri | Names are the least reliable part of the transcription; kept exactly as written.,
31,031,2,flagged,eine Caution von 4 bis 5 d. in Tresor scheinen,a security of 4 to 5 [uncertain: thousand] in treasury notes,alt: '4 bis 5 d.' could be a figure in another denomination entir | The unit after the numeral is not legible as a standard abbreviation.,
31,031,2,flagged,Mitschke als General Advocat erhält statt Trumm 300 Rthl 5.,"Mitschke as General Advocate receives, instead of Trumm, 300 Rthl 5.","alt: 'statt Trumm' may be 'statt Trumm' as a person, or a corrupt | Trumm appears nowhere else.",
31,031,2,flagged,Ein durchlaucht Haller,[uncertain: A Serene Highness] Haller,"alt: Probably a stray word or a heading, not an address form | Does not construe in a salary list.",
31,031,2,flagged,ich bin auch nicht compromittirt (p.3),—,alt: — | see p.3,
31,031,3,unparseable,Es müßen dies alles nicht außer der Przespolewskische Sachen neue Geschichte sei,,'nicht außer' contradicts the sense; the negation cannot be placed with confidence.,
31,031,3,unparseable,wie mir durcht hat [G?]lenck darauf den Harckt[?] und Consorten eintragen ... la,,Marginal insertion split across the page; syntax broken and two words illegible.,
31,031,3,flagged,war der Erl. Ja schon abgewiesen,the [uncertain: Erl.] was indeed already dismissed,alt: 'abgewiesen' here is the ordinary judicial 'dismissed'; if r | One minim apart in Kurrent; the sense of the suit turns on it. 'Erl.' is an unresolved abbre,
31,031,3,flagged,Der Probst Iwanski hatte ja auch den Prozeß verlohren und war abgewiesen,had lost the lawsuit and was dismissed,alt: 'angewiesen' = was directed/ordered | Flagged per rule; context (lost the suit) supports 'abgewiesen'.,
31,031,3,flagged,und ich bin auch nicht compromittirt,and I am also not compromised,"alt: if 'committirt' were read: 'not committed/referred'; if 'exm | The transcription reads 'compromittirt', which is a third word; flagged because the -mittirt",
31,031,3,flagged,auch müste dies die Teutsche Gemeinde zu Swięcia sein fall er obtinirt hätte. ge,"also this would have had to be the German congregation at Swięcia, in case he ha",alt: The stray 'geben' may belong earlier: 'die Gemeinde ... hätt | Sentence is disordered in the transcription.,
31,031,3,flagged,wie mir durcht hat,as [illegible] to me,alt: 'wie' vs 'wir'; and 'durcht' unrecoverable | Cannot be settled.,
31,031,4,unparseable,Genug war die Gen. digster Fürst und Herr ädig 150000 Rthl in Preußen Courant er,,The salutation 'Gnädigster Fürst und Herr' has been split and interleaved with the sentence by the transcriber; the sent,
31,031,4,unparseable,"Nahmen muß sie jeder der Forderungen hat uns diese zu rück verlangt, der Ende un",,"No coherent syntax; 'Nahmen', 'uns', 'der Ende' unrecoverable.",
31,031,4,unparseable,so können die bey den geppigen Consumteren wo das Geld so wäre ist um die Papier,,"Multiple corrupt words ('geppigen', 'Consumteren', 'so wäre ist um', 'so wohl steile'); sense only guessable.",
31,031,4,unparseable,Eysenhardt fordert am Eine Durchlaucht eine Bedeutende darum anar die Ephraische,,"'am Eine Durchlaucht', 'darum anar', 'gemäscht' do not parse; the object of 'eine Bedeutende' is missing.",
31,031,4,unparseable,"lassen sich Euer Durchlaucht da mir nicht betrüge, am Ephraim Raiden für hier mi",,Verb forms and 'Raiden' unrecoverable; rendering above is provisional.,
31,031,4,unparseable,noch 18000 ds gutreten,,'ds gutreten' not a German form; probably 'dazu treten'.,
31,031,4,flagged,An dem Hennochs gegebene General Vollmacht zurück zu fordern,demand back the general power of attorney given to Hennochs,alt: Hennochs is very probably the same man as Honrichs/Henrichs/ | Fourth spelling; kept as transcribed.,
31,031,4,flagged,den ich kan nicht Loser haft,for I cannot [uncertain: be answerable],"alt: 'Loser haft' may be a corruption of 'los oder haft', or of ' | Reading not settled; sense supplied only tentatively.",
31,031,4,flagged,bey einem Karl wittwärlicher ist sehr zu befürchten,with a fellow [uncertain: wittwärlicher] is this much to be feared,"alt: 'Karl' may be the common noun 'Kerl' (fellow), as used on p. | 'Kerls' appears on p.2 in the same sense; but the transcription has capital 'Karl'.",
31,031,4,flagged,200000 ₰ baar Geld,200000 [uncertain: ₰] in cash,alt: The currency sign is not legible as a standard abbreviation; | Denomination cannot be settled from the transcription.,
31,031,4,flagged,"mit Tresor Scheine ab die stehe, wie ich in eben Ihre nur 48 pft","with treasury notes, which stand, as I [uncertain: see], only at 48 per cent",alt: '48 pft' may be 48 pro Cent or a different unit entirely | 'pft' is not a standard abbreviation.,
31,031,4,flagged,nach Trąbczin und Peisern zu schreiben,write to Trąbczin and Peisern,alt: watch-list nach/noch: 'noch' would give 'still to write' | 'nach ... zu schreiben' with place names supports 'to'.,
31,031,1,watchlist-spotcheck,en? Ich habe alles hingegeben wie nicht zum Spott der Menschen ,,"random sample on ""wie"" - not a suspected error, a probe on under-flagging",
32,032,1,unparseable,höchst verehrte ben vom 23. v. M.,,'ben' is not a German word here; probably an abbreviation (Schreiben?) left unresolved in the transcription,
32,032,1,unparseable,daß es mir ehemöglich ist,,"'ehemöglich' is not standard; possibly 'eher möglich' or 'ehe möglich', and the comparative frame with the following 'al",
32,032,1,unparseable,"So viel mir indes beiwohnt, wird die Herrschaft Zagorowo restiren[?]",,'mir beiwohnt' for 'mir beiwohnt/beiwohnend' is anomalous; 'restiren' (to remain outstanding) does not govern the follow,
32,032,1,unparseable,"Olesnica, wo jezt an 19,000 Rthl erste sind",,'erste sind' incomplete — a noun is missing (erste [Hypothek]? erste [Gelder]?),
32,032,1,unparseable,zwischen nur und den Oppenheimer nur efectivement,,"'nur' twice, the first apparently for 'mir' or a party name; 'efectivement' is French intruding",
32,032,1,unparseable,"7. An Eis Durchlaucht per fürther Band, ds 15000",,'Eis' unresolved (possibly 'Ew.'); 'per fürther Band' obscure (Fürther bond? weiter Band?),
32,032,1,unparseable,"8. An diverse Posten, als Kosten an Ew Durchlaucht durch nich der 20000",,'durch nich der' does not construe,
32,032,1,unparseable,Es muß diesemnach Ein Durchlaucht Casse jährlich eine blieben 20260,,'Ein Durchlaucht' for 'Ew. Durchlaucht'; 'eine blieben' does not construe (verbleiben?),
32,032,1,flagged,Nachweisung,statement,alt: Anweisung (instruction / order to pay) — but the manuscript  | Nachweisung/Anweisung differ by a Kurrent minim sequence; here the sense of an account or st,
32,032,1,flagged,als es die ist welche,than that which,"alt: as (in the sense of 'namely, that which') | the comparative frame is broken in the transcription",
32,032,1,flagged,ser sind nur die Trąbcziner Revenuen in Abzug zu bringen,only the Trąbcziner revenues are to be brought into deduction,"alt: 'ser' may be 'nur' or 'wer'/'wenn'; if 'wenn', the clause is | opening word not securely read",
32,032,1,flagged,"so noch nicht abgebaut ist, und aber Zinsen","which is not yet built up, but nevertheless interest","alt: 'noch'/'nach' — if 'nach', a different construction; also 'a | in dismemberment contexts abbauen means to settle/parcel out land",
32,032,1,flagged,5.) Kosten so der Jude; bezalt 1400,"costs which the Jew paid, 1400","alt: 'costs which the Jew has NOT paid' — parallel to item 4, and | punctuation break suggests omitted material",
32,032,2,unparseable,"Wir auf ist dem Juden Oppenheimer ein Himothequia von 250,000 ... gewöhnet",,'Wir auf' does not open a clause; 'Himothequia' is a corrupt form of Hypotheca; 'gewöhnet' for 'gewährt'/'eingetragen' d,
32,032,2,unparseable,mit der 50 xr an der Invaliden Casse von 160000 Rthl bei fragen wurde,,"'xr' unresolved, 'bei fragen wurde' does not construe",
32,032,2,unparseable,da aber der Jede wieder den 50000 xx an der Inoatiden Casse noch einweiger der Z,,"'Jede' for 'Jude', 'wieder' for 'weder', 'Inoatiden' for 'Invaliden', 'einweiger' unresolved; the weder/noch constructio",
32,032,2,unparseable,die jezt verkämmerte Hypotheque um 250000 m.,,'verkämmerte' not a standard form; 'm.' after the figure unexplained,
32,032,2,unparseable,"jedes haben""",,stray word and quotation mark; no verb phrase,
32,032,2,unparseable,dass an Ein dem Flauche Eröhn noch ansehnlich Lumen,,'dem Flauche Eröhn' and 'Lumen' are not resolvable German; likely a corrupt place or office name plus 'Summen',
32,032,2,unparseable,fragen vielfach geschickten Boten von die Haaren,,does not construe; 'fragen' apparently for 'trotz'/'ungeachtet' and 'von die Haaren' unresolved,
32,032,2,unparseable,ich habe ich ohne wurren Vorte Ertoffetten Gelder,,doubled 'ich habe ich'; 'wurren Vorte' and 'Ertoffetten' corrupt (Estaffetten?),
32,032,2,unparseable,dermalen aber bin ich möchte,,sentence breaks off; 'bin ich möchte' does not construe,
32,032,2,unparseable,"selbst auf die Güter gehe, kan ich aus Gründen vor der Hand nicht",,the governing clause ('dass ich selbst...') is missing; the stray closing parenthesis before it suggests lost text,
32,032,2,flagged,sodann sie auf die 7. steht nicht fordere,and then they stand upon the 7th [illegible] I do not demand,alt: possibly 'so dann sie auf die 7. Stelle nicht fordere' — i.e | 'steht'/'Stelle' one letter-group apart; both plausible in a Hypotheken context,
32,032,2,flagged,"die eigentliche Suma von 148,800. rl. - der zu tilgen wäre","the true sum of 148,800 rl. that would have to be discharged","alt: 'der' may be 'die' (relative to Suma) — no change of sense,  | gender mismatch in the relative pronoun",
32,032,2,flagged,und alle die unschende Schulden völlig gefolgt,and all the [uncertain: unschende] debts fully followed,alt: 'unstehende'/'anstehende' (outstanding) Schulden völlig geti | two separate doubtful words in one clause,
32,032,2,flagged,"so sind solche noch meinen ersten Ueberzeugung, nicht verlohren","these are, according to my first conviction, not lost",alt: 'noch' = 'nach' (according to); alternatively read 'noch' as | genitive 'meinen ersten Ueberzeugung' is ungrammatical either way,
32,032,2,flagged,weil sie jezt mit Ew. Durchlaucht selbst sich in Correspondenz gesezt hatte,because she had now entered into correspondence with Your Serene Highness hersel,"alt: 'sie' may be plural ('they', i.e. the plenipotentiaries) rat | 'hatte' is singular but the antecedent is unclear",
32,032,2,flagged,ich werde aber bey den Franz Behörden und aller Orten in Gehöre mehr als Ew. Dur,but I shall be heard with the French authorities and in all quarters more than Y,alt: 'danken' may be 'denken' (think) or genuinely 'danken' (than | single-letter confusion a/e,
32,032,3,unparseable,Edictions Zeit,,'Edictions' unresolved — possibly Eviction (warranty) or Edictal (public summons) time; left as transcribed,
32,032,3,unparseable,auf die HH. potheque,,'HH. potheque' is a broken form of Hypotheque,
32,032,3,flagged,durch ein paar sich jezt hier aufhalten der Müller,through a couple of [uncertain: Müller] now staying here,"alt: 'Müller' may be a surname (the Müllers, bankers) or the trad | carried across as written per house rule",
32,032,3,flagged,damit ich mich hier auf unnöthige Kosten und Verdru's mache,so that I do not put myself to needless costs and vexation here,alt: the German as transcribed lacks a negation: 'so that I put m | probable omission of the negative in transcription; not repaired in the translation,
32,032,3,flagged,die in Contract bestimmte Edictions Zeit auch sehen abgelaufen war,the period for [uncertain: Edictions] fixed in the contract had also plainly exp,alt: 'sehen' probably for 'schon' (already): 'had also already ex | single-word confusion,
32,032,1,watchlist-spotcheck, Erbpächter und es darf daher von dem Revenuen nichts in Abzug ,,"random sample on ""von"" - not a suspected error, a probe on under-flagging",
33,033,1,unparseable,"und verfehle nicht, ob wohl sehr brauch und schwach) zu bewircken",,"Verb ""bewircken"" lacks an object; the parenthesis opens nowhere; sentence does not resolve.",
33,033,1,unparseable,Der Achtschreiber Kopey ist noch nicht zurük,,"""Achtschreiber"" is not a known office or word; the compound with ""Kopey"" (copy) does not parse.",
33,033,1,unparseable,hätte ich auch das Amelang beigefügte Schreiben zurück - gelegt es nur so habe i,,"Clause structure collapses; ""habe ich selbige nie ab"" lacks a verb; ""zu lieb"" hangs without governing element.",
33,033,1,unparseable,Es giebt 2tes Bruder was höchst Ihren und meinen Credit aufs Mauer verwundet,,"""2tes Bruder"" (second brother) and ""aufs Mauer"" (onto the wall) are both syntactically and semantically opaque.",
33,033,1,unparseable,bar durchlaucht und mein brauchen muß jezt sein das Gold zusammen zu schaffen,,"""bar durchlaucht"" is an unattached fragment; ""mein brauchen"" as a noun is doubtful.",
33,033,1,unparseable,"ich hatte dazu Aussichtig war, ich die Hypotheque von 250 Rthl dagegen versezte ",,Two finite clauses run together without connective; tense forms incompatible.,
33,033,1,unparseable,"wenn sogleich dem Oppenheimer Haupt Epratum Eysenhardt und Gott weis, wenn bezah",,"""Haupt Epratum"" is not a word; ""wenn bezahlen"" lacks a subject; dative/accusative relations unrecoverable.",
33,033,1,unparseable,"und gelegt es so auch Madame Schlabrendorff den zweist, auß der Art worden Sie v",,"""den zweist"" and ""auß der Art worden Sie"" do not parse; the syntax of the whole period is broken.",
33,033,1,unparseable,es ist ge saglich,,"""ge saglich"" is not a German word (perhaps for ""gesetzlich"" or ""gesäglich""); left as transcribed.",
33,033,1,flagged,Die Banko Acarnisung sogleich von Eysenhardt zurük zu fordern,the bank [uncertain: Acarnisung],"alt: the bank Anweisung (order to pay / draft) | ""Acarnisung"" is not a German word; it stands in the position where Anweisung (order to pay) would be expected, ",
33,033,1,flagged,ob wohl sehr brauch und schwach,although very [uncertain: brauch] and weak,"alt: ""although very frail and weak"" (if brauch = krank/schwach-ty | ""brauch"" as an adjective does not parse; possibly a misreading of ""krank"" or ""schwach"".",
33,033,1,flagged,Das Geld wird den hier angewiesen,(see page 3),alt: (see page 3) | cross-reference only,
33,033,2,unparseable,in den Schurken Gedanken gehabt dabey nicht denier zu gewinnen,,"No finite verb agreement; ""in den Schurken Gedanken"" is syntactically unattached, and ""denier"" is unexplained.",
33,033,2,unparseable,aus Tre Klauen der Weihnrer gerettet zu haben,,"""Tre"" and ""Weihnrer"" are not recoverable words.",
33,033,2,unparseable,daß man in Südpreußen durch Militairische assistence die Reste für Ew. durchlauc,,"""beileniben"" is not a German word; the clause order (laßen, will) is broken.",
33,033,2,unparseable,und daß mich schäfte hier in Ihrer Sache (den sonsten können sie nicht um mich k,,"Subject missing (""schäfte""?); ""benächt"" is not a word (perhaps ""bedacht""); the parenthesis is unclosed.",
33,033,2,flagged,es sey der daß Ihre neu creirten und vielfachen General bevollmächtigen Cancella,unless it be that your newly created and manifold general plenipotentiaries have,"alt: ""unless it be that your ... general plenipotentiaries have m | ""Cancellaria"" may be a common noun (chancery), a Latinism, or a corrupted name; the verb lac",
33,033,2,flagged,Schulten Sie hierüber nicht,do not [uncertain: Schulten] me over this,"alt: ""do not scold me over this"" (Schelten) / ""do not blame me"" ( | Single-letter confusion; the imperative object ""mich"" is absent in the German.",
