letter,line,decision,confidence,cue,ratio,prev_len,page_measure,prev_line,context
8,2182,break,high,short_line+column,0.38,10,26,Ogrodowicz,Protocollant
8,2183,break,high,short_line+column,0.46,12,26,Protocollant,General Wollmacht
8,2184,run,review,short_line,0.65,17,26,General Wollmacht,Ich Endes unterschriebener thus kund
8,2188,break,high,rubric,1.08,28,26,Herrn Peter Friedrich August,v. Triebenfeld Euchwohlgebohren
8,2218,run,review,short_line,0.13,3,24,und,Behörden zu bitten.
8,2249,break,high,short_line,0.64,14,22,finden sollte.,Was nun gedachter mein
8,2272,break,high,short_line+column,0.68,15,22,Vollmacht eigen,händig unter
8,2273,run,review,short_line,0.55,12,22,händig unter,schrieben und durch
8,2295,run,review,short_line,0.69,18,26,vorstehende um den,Königl. Krieges und Forst¬
8,2318,break,high,short_line+column,0.46,11,24,Justitz Amt,(L. S.)
8,2319,break,high,short_line+column,0.29,7,24,(L. S.),Koeppen
8,2320,break,high,short_line+column,0.29,7,24,Koeppen,Justitiarius
8,2321,break,high,short_line+column,0.5,12,24,Justitiarius,Kaleschke
8,2322,break,high,short_line+column,0.38,9,24,Kaleschke,Actuarius
8,2323,run,review,short_line,0.38,9,24,Actuarius,Wir Friedrich Wilhelm von Gottes
8,2350,break,high,rubric+short_line,0.33,8,24,und zwar,A.) die zur Herrschaft Zagorowo
8,2360,break,high,rubric,0.92,22,24,Trąbczyn dismembriren.,B. das Vorwerk und dorf¬
8,2364,break,high,short_line+column,0.71,17,24,wek vererbpachten,und
8,2365,break,high,rubric+short_line,0.12,3,24,und,C. die Dienste und Praestationen
8,2384,break,high,rubric,1.09,25,23,nebst Cabinets Ordres vom,22. Octbr und 7. December
8,2392,break,high,rubric+short_line,0.48,11,23,"sollen, als","1., daß die dem Unterthanen"
8,2414,break,high,rubric+short_line,0.31,7,22,"müssen,","2., daß keinen der jezzigen"
8,2427,break,high,rubric+short_line,0.53,12,22,stellen muß.,"3., daß die sämtlichen auf"
8,2445,break,high,rubric+short_line,0.14,3,22,den,"4., daß die dem Kloster und"
8,2471,run,review,short_line,0.68,14,20,gestellt werde,zu Urkund dessen haben
8,2483,run,review,short_line,0.34,7,20,(L. S.),Königl. Süd Preuß. Krieges und
8,2486,break,high,short_line+column,0.54,11,20,Menickel[?],Schmiedike
8,2487,break,high,short_line+column,0.49,10,20,Schmiedike,Kann
8,2488,break,high,short_line+column,0.2,4,20,Kann,Koch
8,2489,break,high,short_line+column,0.2,4,20,Koch,Wayda
8,2490,run,review,short_line,0.24,5,20,Wayda,Consens zur Dismembration
8,2502,run,review,short_line,0.11,3,27,ret,Marianton den 27. Octbr. 1806.
8,2504,run,review,short_line,0.26,7,27,(L. S.),Fürstlich Hohenloheſches Patrimonial
8,2507,run,review,short_line,0.22,6,27,Hawich,Urkundlich und Beydrükung des Gerichts
8,2510,break,high,short_line,0.52,14,27,ausgefertiget.,Peysern den 13. August 1807.
8,2513,break,high,short_line+column,0.22,6,27,Hawich,Ausfertigung
8,2514,run,review,short_line,0.44,12,27,Ausfertigung,des Erbflechts Contracts
9,2527,break,high,short_line,0.44,16,36,10 ggl. Stempel.,Das Fürstl. Hohenlohesche Patrimonial
9,2539,run,review,short_line,0.33,12,36,maßen lautet,Actum Trąbczyn den 17ten August 1805
9,2549,break,high,rubric+short_line,0.08,3,36,und,"2, der hiesige Propinations Pächter"
9,2563,break,high,rubric+short_line,0.23,7,31,tocoll.,§. I. Es verpachtet nehmlich Herr Krie¬
9,2580,break,high,short_line+column,0.71,22,31,Maciey Niedzwidzki auf,Sechs
9,2588,break,high,rubric,0.98,28,28,fünf hundert rthall Courant.,§. II.
9,2600,break,high,rubric+short_line,0.63,18,28,hiedurch quitiret.,§. III.
9,2605,break,high,rubric,1.05,30,28,in Absicht des Ertrages statt.,§. IV.
9,2617,break,high,rubric+short_line,0.68,19,28,Verpächter und zwar,"a., jeder Komornik, Zehn an"
9,2620,break,high,rubric+short_line,0.11,3,28,und,"b., jeder Einlieger, deren Zahl un¬"
9,2626,break,high,rubric+short_line,0.61,17,28,lichkeit einigen.,§. V.
9,2635,break,high,rubric+short_line,0.61,17,28,Bauern in Kopoyno,§. VI.
9,2645,break,high,short_line,0.69,20,29,Erlaß von der Pacht.,Wenn künftig diese Abgaben auf
9,2650,break,high,rubric,0.9,26,29,entstehende Minus zu Gute.,§. VII.
9,2661,break,high,rubric,0.76,22,29,Fuhren hartes Nutzholz,§. VIII.
9,2674,break,high,rubric+short_line,0.27,7,26,Bauten.,§. IX.
9,2694,break,high,rubric+short_line,0.15,4,26,den.,§. X. Diese Pacht fängt sich von
9,2710,break,high,rubric+short_line,0.28,8,29,leisten.,§. XII.
9,2722,break,high,rubric+short_line,0.24,7,29,haftet.,§. XIII.
9,2744,break,high,rubric+short_line,0.19,5,27,wird.,§. XIV.
9,2752,break,high,rubric+short_line,0.63,17,27,überflüßig hatte.,§. XV.
9,2766,break,high,rubric,1.07,31,29,Ausführen sich selbst besorgen.,§. XVI
9,2772,break,high,rubric+short_line,0.59,17,29,dismembrirt wird.,§. XVII
9,2776,break,high,rubric,0.83,24,29,beyde Theile zur Hälfte.,§. XVIII
9,2793,run,review,short_line,0.04,1,27,t,"Verführung, Furcht, Zwangs,"
9,2808,break,high,short_line,0.37,10,27,geben hat.,gelesen und genehmiget
9,2811,break,high,short_line,0.19,5,27,feld.,zrozmialem y Koptey[?] mierądan
9,2815,break,high,short_line+column,0.67,18,27,Maciey Niedzwiecki,Anton v Rapacki
9,2816,break,high,short_line+column,0.56,15,27,Anton v Rapacki,jako Swiadek.
9,2817,break,high,short_line,0.48,13,27,jako Swiadek.,u. u. u.
9,2818,break,high,short_line,0.3,8,27,u. u. u.,Schenk.
9,2819,break,high,salutation+short_line,0.26,7,27,Schenk.,Actum
9,2824,break,high,rubric,0.87,26,30,das Vorwerk Kopoyno unterm,17. ten dieses Monaths geschloße.
9,2831,break,high,rubric+short_line,0.5,15,30,Uebereinkommen.,§. I.
9,2846,break,high,rubric+short_line,0.27,8,30,Beträgt.,§. 2
9,2859,break,high,rubric,0.89,24,27,praenumerando berichtigt,§ 3.
9,2879,break,high,short_line,0.37,10,27,schrieben.,gelesen und genehmiget
9,2884,break,high,short_line+column,0.63,17,27,Języku przepisany,Maciey Niedzwiecki
9,2885,break,high,short_line+column,0.67,18,27,Maciey Niedzwiecki,Antoni Rapacki
9,2886,break,high,short_line+column,0.52,14,27,Antoni Rapacki,jako Swiadek.
9,2887,break,high,short_line,0.48,13,27,jako Swiadek.,u. u. u.
9,2888,break,high,short_line,0.3,8,27,u. u. u.,Schenk
9,2889,run,review,short_line,0.22,6,27,Schenk,Es wird also dieser Contract hiemit unter Beydrü¬
9,2895,break,high,short_line+column,0.26,7,27,Schenck,Justitiarius
9,2896,run,review,short_line,0.44,12,27,Justitiarius,Ausfertigung des Pacht Contracts
10,2914,break,high,salutation+short_line,0.59,17,29,vorlautbahrt ist.,Actum Trąbczyn den 11. ten May
10,2916,break,high,short_line,0.17,5,29,1805.,vor unterschriebenem Patri¬
10,2918,break,high,rubric,0.86,25,29,monial Gericht erschienen,1. Herr Krieges und ForstRath
10,2927,break,high,rubric+short_line,0.1,3,29,und,2. der Bau Inspector H. Johann
10,2932,run,review,short_line,0.5,11,22,derer Seits,Comparenten sind denen
10,2944,break,high,rubric,0.91,20,22,tract zum Protocoll.,§. I.
10,2949,break,high,rubric+short_line,0.14,3,22,wce,18. Hufen
10,2953,break,high,rubric+short_line,0.36,8,22,Wrąbczyn,2. Hufen
10,2966,break,high,rubric+short_line,0.52,12,23,bei zugleich,1. das Wohnhaus
10,2968,break,high,rubric+short_line,0.13,3,23,und,2. das Brauhaus in Drzewce
10,2971,break,high,rubric+short_line,0.26,6,23,geben.,§. II.
10,2982,break,high,short_line,0.7,16,23,mäßigen Courant.,Die Gebäude welche §. 1. er¬
10,2988,break,high,rubric,0.96,22,23,bereits mit begriffen.,§. III.
10,3001,run,review,short_line,0.52,12,23,mit 2600 rtl,Schreibe zwey tausend Sechs
10,3006,break,high,rubric+short_line,0.3,7,23,gefürt.,§. IV.
10,3026,break,high,rubric,1.04,24,23,zu Johannis jedesmal mit,150. rttr. schreibe Einhundert
10,3033,break,high,rubric,1.0,23,23,ersten mal zu bezahlen.,§. V.
10,3043,break,high,rubric,0.87,20,23,gisch betragen soll.,§. VI.
10,3060,break,high,rubric,1.29,31,24,gen Herrschaftlichen Territorio,§. VII.
10,3074,break,high,rubric+short_line,0.38,9,24,bezahlen.,§. VIII. Außer dem baaren Erbzin¬
10,3093,break,high,rubric+short_line,0.39,9,23,erhalten.,§. IX.
10,3107,break,high,rubric+short_line,0.35,8,23,erlegen.,§. X.
10,3119,break,high,rubric+short_line,0.64,16,25,Zeiten befreyet.,§. XI.
10,3123,break,high,rubric,1.12,28,25,stehet frey diese acquirirte,20. Hufen an Andere durch
10,3135,run,review,short_line,0.12,3,25,der,Bei Vererbungen an Kin¬
10,3144,break,high,rubric+short_line,0.48,12,25,an befreyet.,§. XII. Erbpächter leistet für sich
10,3162,break,high,rubric,1.04,25,24,zinste zu statten kommen.,§. XIII.
10,3166,break,high,rubric,0.96,23,24,bezahlt der Erbpächter.,§. XIV.
10,3177,break,high,short_line,0.54,13,24,zu vertreten.,Sollte aber Erbpächter
10,3190,break,high,short_line,0.28,7,25,zuthun.,Beide Theile versprechen den
10,3217,break,high,short_line,0.7,16,23,gen lassen kann.,Weiter hatten Contrahen¬
10,3226,break,high,short_line,0.43,10,23,schrieben.,Peter Friedrich August v. Trieben¬
10,3228,break,high,rubric+short_line,0.22,5,23,feld.,F. W. Wollenhaupt genehmi¬
10,3230,break,high,short_line,0.7,16,23,get und gelesen.,a u s
10,3231,break,high,short_line+column,0.22,5,23,a u s,Schenck
10,3232,break,high,short_line+column,0.3,7,23,Schenck,Brauer
10,3233,run,review,short_line,0.26,6,23,Brauer,Actum Trąbczyn den 25ten
10,3235,break,high,short_line,0.52,12,23,August 1805.,vor dem Unterschriebener
10,3237,break,high,rubric+short_line,0.43,10,23,erschienen,1. der Herr Krieges und
10,3245,break,high,rubric+short_line,0.65,15,23,"he Ingelfingen,",2. der Bau Inspector Johann
10,3261,break,high,short_line,0.57,13,23,nommen wurde.,Auf den Grund dieser völ¬
10,3314,break,high,short_line,0.61,14,23,zu vereinigen.,Gegen die Pächter reser¬
10,3318,break,high,rubric,0.78,18,23,te Melioration von,"43. rttl 1. Silber-gr, und"
10,3328,break,high,rubric,0.88,22,25,Gelesen und genehmigt.,v. Triebenfeld
10,3330,break,high,rubric,1.08,27,25,Johann Willhelm Wollenhaupt,D. Grattenauer
10,3332,break,high,short_line+column,0.4,10,25,qu. testis,a u s
10,3333,break,high,short_line+column,0.2,5,25,a u s,Schenck
10,3334,run,review,short_line,0.28,7,25,Schenck,Es wird also diese Verhandlung hiemit un¬
10,3338,run,review,short_line,0.64,16,25,te ausgefertiget,Marianton den 18ten January 1806
10,3341,break,high,short_line+column,0.28,7,25,Schenck,Ausfertigung
10,3342,run,review,short_line,0.48,12,25,Ausfertigung,des Vergleichs zwischen Sr
11,3354,break,high,rubric+short_line,0.5,8,16,Gerichte,"1., Herr krieges und"
11,3366,break,high,short_line+column,0.69,11,16,sigen Güter,einer Seits
11,3367,break,high,short_line+column,0.69,11,16,einer Seits,und
11,3368,break,high,rubric+short_line,0.19,3,16,und,"2., der Schönfärber und"
11,3393,break,high,rubric,0.93,13,14,zum Protocoll,§. 1.
11,3400,run,review,short_line,0.64,9,14,Acker dem,Johann Seymert
11,3403,run,review,short_line,0.71,10,14,drey hufen,"Magdeburg, welche"
11,3415,break,high,rubric+short_line,0.36,5,14,zinß.,§. II.
11,3433,run,review,short_line,0.67,9,14,Summe auf,Johannis dieses
11,3437,break,high,rubric+short_line,0.59,8,14,Courant.,§. III.
11,3447,run,review,short_line,0.67,9,14,wahrenden,jährlichen Erbzinß
11,3477,run,review,short_line,0.64,9,14,erstenmal,zu bezahlen.
11,3478,break,high,rubric,0.86,12,14,zu bezahlen.,§. IV.
11,3485,run,review,short_line,0.64,9,14,weder vor,jezt noch für
11,3492,run,review,short_line,0.71,10,14,auch weder,hütungs noch holzungs
11,3496,break,high,rubric,1.64,23,14,herrschaftl. Territorio,§. V.
11,3522,break,high,rubric,1.13,17,15,"oder zu erhalten,",§. VI
11,3542,break,high,rubric+short_line,0.4,6,15,legen.,§. VII.
11,3559,break,high,rubric,1.07,16,15,Zeiten befreyet.,§. VIII.
11,3591,break,high,rubric+short_line,0.53,8,15,bezahlt.,§. IX.
11,3607,run,review,short_line,0.67,10,15,andere Art,"entstehen, ganz"
11,3617,break,high,rubric,1.0,15,15,"statten kommen,",§. X.
11,3635,break,high,rubric+short_line,0.64,9,14,Bauhülfe.,§. XI.
11,3641,break,high,rubric,1.07,15,14,dem ErbPächter.,§. XII
11,3650,run,review,short_line,0.57,8,14,men wird,verspricht die
11,3655,run,review,short_line,0.71,10,14,überall zu,schüzzen und
11,3679,break,high,short_line,0.5,7,14,gethan.,Beide theile
11,3687,run,review,short_line,0.57,8,14,entsagen,allen darin¬
11,3713,break,high,short_line,0.31,4,13,den.,Sr. Hochfürstl. Durch¬
11,3729,break,high,short_line,0.54,7,13,können.,weiter hätten
11,3745,break,high,rubric+short_line,0.54,7,13,Seimert,a. u. s.
11,3747,break,high,short_line+column,0.54,7,13,Schenck,Brauer
12,3754,break,high,rubric+short_line,0.5,8,16,schienen,"1., Herr Krieges und"
12,3767,break,high,short_line+column,0.31,5,16,Seits,und
12,3768,break,high,rubric+short_line,0.19,3,16,und,"2., der Förster H. George"
12,3781,break,high,short_line,0.44,7,16,würfen.,dieselben ver¬
12,3794,break,high,rubric+short_line,0.67,10,15,Protocoll.,§. I.
12,3804,run,review,short_line,0.2,3,15,und,an Wiesen in denen
12,3813,run,review,short_line,0.67,10,15,Kammer von,jezt ab auf und
12,3826,break,high,rubric,1.07,16,15,liegende Bauholz,§. II.
12,3842,run,review,short_line,0.41,7,17,Rthaler,überhaupt also 2100 rthl.
12,3846,run,review,short_line,0.71,12,17,und zwar auf,Johanni dieses Jahres
12,3857,break,high,rubric+short_line,0.29,5,17,rant.,§. III.
12,3869,run,review,short_line,0.65,11,17,werden darf,pro Hufe Magdeburg
12,3891,break,high,rubric,1.07,16,15,mal zu bezahlen.,§. IV.
12,3894,run,review,short_line,0.67,10,15,muß kommen,sich auf eigene
12,3898,run,review,short_line,0.6,9,15,weder vor,jagt nach für
12,3909,break,high,rubric,1.6,24,15,errschafftl. Territorio.,§. V.
12,3914,run,review,short_line,0.6,9,15,dem komme,sobald als möglich
12,3935,break,high,rubric+short_line,0.55,8,14,stellet.,§. VI.
12,3963,break,high,rubric+short_line,0.64,9,14,erhalten.,§. VII.
12,3968,run,review,short_line,0.71,10,14,brandtwein,aus dem Herrschafts
12,3977,run,review,short_line,0.71,10,14,brandtwein,Einen Rthaler und
12,3982,run,review,short_line,0.71,10,14,Strafe der,Grundherrschaft
12,3984,break,high,rubric+short_line,0.57,8,14,erlegen.,§. VIII.
12,4001,break,high,short_line,0.64,9,14,befreyet.,S. IX.
12,4002,break,high,short_line,0.43,6,14,S. IX.,Dem Erbpächter
12,4008,run,review,short_line,0.71,10,14,aaquirirte,Stelle den andere
12,4034,break,high,rubric+short_line,0.43,6,14,zahlt.,§. X.
12,4054,run,review,short_line,0.71,10,14,andere Art,"entstehen, ganz¬"
12,4064,break,high,rubric,1.07,15,14,statten kommen.,§. XI.
12,4071,break,high,rubric+short_line,0.57,8,14,Pächter.,§. XII.
12,4091,break,high,short_line,0.71,10,14,vertreten.,Sollte aber Erb¬
12,4109,break,high,short_line,0.5,7,14,zuthun.,Beide Theile
12,4141,break,high,short_line,0.31,4,13,den.,Sr. Hochfürstl. Durch¬
12,4175,break,high,rubric,1.77,23,13,George Friedrich Kammer,a. u. s.
12,4177,break,high,short_line+column,0.54,7,13,Schenck,Brauer
13,4189,break,high,rubric+short_line,0.23,9,39,schloßen.,§. I.
13,4200,break,high,rubric+short_line,0.46,18,39,gewählten Gründen.,§. II.
13,4206,break,high,rubric+short_line,0.49,19,39,er kann zu einigen.,§. III.
13,4212,break,high,rubric+short_line,0.33,13,39,Reichsthaler.,§. IV.
13,4222,break,high,rubric,0.9,38,42,mahl Sieben rttlr Zwölf gute Groschen.,§. V.
13,4231,break,high,rubric+short_line,0.1,4,42,gen.,§. VI.
13,4235,break,high,rubric,0.88,37,42,gemessen und in Besizz tradirt werden,§. VII.
13,4239,break,high,rubric+short_line,0.62,26,42,Morgen Wiesewachs bestehen,§. VIII.
13,4247,break,high,rubric,0.81,34,42,ches treulich nachgewiesen werden.,§. IX.
13,4256,break,high,rubric,0.82,32,39,eine andere Wohnung verschaffen.,§. X.
13,4263,break,high,rubric,0.95,37,39,"gelegt, und gehörig repartirt werden.",§. XI.
13,4271,break,high,rubric+short_line,0.33,13,39,oder kauffen.,§. XII.
13,4287,break,high,rubric+short_line,0.26,10,39,tiget ist.,§. XIII.
13,4292,break,high,rubric+short_line,0.49,19,39,Zeiten unablöslich.,§. XIV.
13,4301,break,high,rubric,0.74,29,39,und ewige Zeiten unterworfen.,§. XV
13,4307,break,high,rubric,0.97,38,39,fern sich dieses auch unterziehen muß.,§. XVI.
13,4317,break,high,rubric,1.01,40,40,"Rthaler, an die Grundherrschaft erlegen.",§. XVII.
13,4324,break,high,rubric+short_line,0.66,26,40,Erbzins zu statten kommen.,§. XVIII.
13,4328,break,high,rubric,0.91,36,40,und seine Nachkäufer zu berichtigen.,§. XIX.
13,4355,run,review,short_line,0.68,26,38,Trąbczyn den 7ten May 1805,Peter Friedrich August v Triebenfeld
13,4359,break,high,short_line,0.66,25,38,zu Hohenlohe Ingelfingen.,gelesen und genehmiget
13,4360,break,high,short_line+column,0.58,22,38,gelesen und genehmiget,Johann Gottlieb Tschachmann
13,4361,run,review,short_line,0.71,27,38,Johann Gottlieb Tschachmann,Johan Fried. Cabanis als Zeuge
13,4363,break,high,short_line+column,0.58,22,38,Carl. Willhelm Richter,als Zeuge
14,4371,break,high,rubric+short_line,0.29,5,17,"lich,","1., der Herr Krieges"
14,4382,break,high,short_line+column,0.65,11,17,sigen Güter,einer Seits
14,4383,break,high,rubric+short_line,0.65,11,17,einer Seits,"2., der hiesige Fürstl."
14,4387,break,high,short_line,0.35,6,17,Seits.,Comparenten sind¬
14,4395,break,high,short_line,0.41,7,17,ziehen.,Dieselben ver¬
14,4407,break,high,rubric+short_line,0.69,9,13,Protocoll,§ I.
14,4414,run,held,short_line+column,0.54,7,13,vorwerk,Acker dem
14,4415,run,review,short_line,0.69,9,13,Acker dem,ForstInspector
14,4434,break,high,rubric,1.38,18,13,Zeiten in Erbzinß.,§. II.
14,4464,break,high,rubric+short_line,0.53,8,15,Courant.,§. III.
14,4496,break,high,rubric,0.8,12,15,zu bezahlen.,§. IV.
14,4505,break,high,rubric,0.87,13,15,en entrichtet,§. V.
14,4508,break,high,short_line,0.29,5,17,S. V.,Seid Etablissement
14,4512,run,review,short_line,0.65,11,17,ohne daß er,hiezu weder von
14,4517,run,review,short_line,0.71,12,17,hulfe erhält,selbst bewür¬
14,4519,break,high,rubric+short_line,0.24,4,17,ken.,§. VI.
14,4528,break,high,short_line+column,0.59,10,17,fünf hufen,alle und
14,4529,run,review,short_line,0.47,8,17,alle und,jede Königl. Steuern
14,4546,break,high,rubric+short_line,0.64,9,14,erhalten.,§. VII.
14,4551,run,review,short_line,0.71,10,14,Brandtwein,mit dem Herr¬
14,4561,run,review,short_line,0.71,10,14,Brandtwein,Einen Rthaler und
14,4567,break,high,rubric,1.07,15,14,schaft erlegen.,§. VIII.
14,4584,break,high,rubric,1.07,16,15,Zeiten befreyet.,§. IX.
14,4616,break,high,rubric,1.07,15,14,demium bezahlt.,§. X.
14,4634,run,review,short_line,0.57,8,14,der wart,"entstehen, ganz¬"
14,4644,break,high,rubric+short_line,0.5,7,14,kommen.,§. XI.
14,4661,break,high,rubric,0.79,11,14,brauchelfe.,§. XII.
14,4668,break,high,rubric+short_line,0.57,8,14,Pächter.,§. XIII.
14,4676,break,high,short_line+column,0.71,10,14,nachkommen,"wird, wer¬"
14,4681,break,high,short_line+column,0.71,10,14,rechtsamen,überall zu
14,4682,run,review,short_line,0.71,10,14,überall zu,"schützen, und"
14,4689,break,high,short_line,0.54,7,13,treten.,Sollte aber Erb¬
14,4708,break,high,short_line,0.54,7,13,güthen.,beide Theile
14,4737,run,review,short_line,0.71,10,14,den folgen,dieser Ent¬
15,4778,break,high,rubric,0.91,67,74,verabredet und bis zur Genehmigung Seiner Durchlaucht abgesc,1.
15,4784,break,high,rubric,0.98,72,74,"Maas, die Hufe zu Dreyßig Morgen und den Morgen zu 180 Ruthe",2.
15,4787,break,high,rubric,1.06,78,74,an Seiner Durchlaucht 300 Rthl sage drey hundert Reichs Thal,3.
15,4792,break,high,rubric,0.99,73,74,Raten auf Johanni und Weinachten jedesmahl sieben vor Zwölf ,4.
15,4796,break,high,rubric,0.76,56,74,Annehmern zu ihrem Vorteil so gut sie können zu einigen.,5.
15,4803,break,high,rubric+short_line,0.64,47,74,und als gar nicht geschloßen betrachtet werden.,6.
15,4813,break,high,rubric+short_line,0.61,38,62,zugemeßen und in besiz tradirt werden.,8.
15,4822,break,high,rubric,0.81,50,62,an die Herrschaftliche Casse bezahlt werden müßen.,9.
15,4827,break,high,rubric,1.03,64,62,sollen solche auf den Hufen gelegt und gehörig repartirt wer,10.
15,4833,break,high,rubric+short_line,0.11,7,62,suchen.,11.
15,4838,break,high,rubric+short_line,0.53,33,62,schaft etwas bezahlt werden darf.,12.
15,4848,break,high,rubric+short_line,0.66,35,53,Kosten dieser Zutheilung zu tragen.,13.
15,4858,break,high,rubric+short_line,0.64,34,53,bis das Laudemium berichtiget ist.,14.
15,4863,run,review,short_line,0.04,2,53,15,Erbpächter ihre Nachkäufer und Nachbommen bleiben
15,4873,break,high,rubric,0.98,51,52,zu etablirenden Gemeinden ein für allemahl und zwar,1. für den Schulehrer 6 Morgen
15,4874,break,high,rubric,0.58,30,52,1. für den Schulehrer 6 Morgen,2. für den Schulzen 6 Morgen
15,4875,break,high,rubric,0.54,28,52,2. für den Schulzen 6 Morgen,3. zum Kirch-Hust 1 Morgen
15,4879,break,high,rubric+short_line,0.46,24,52,und Zinsfrey zugetheilt.,17.
15,4882,break,high,rubric,0.94,49,52,in zwey gleichen Lienien anzulegen und aufzubauen,18.
15,4889,break,high,rubric,0.87,45,52,Thaler Strafe an die Grundherrschaft erlegen.,19.
15,4894,break,high,rubric,1.17,61,52,nie eine Bonification oder Erlas von Erbzins zu statt kommen,20.
15,4908,break,high,rubric,0.77,41,53,rede einzuziehen und anderweit auszuthun.,22.
15,4913,break,high,short_line,0.64,34,53,alle für einen mithin Solidarisch.,Beide Theile versprechen den vorstehenden Erbpachts Contract
15,4919,break,high,short_line,0.53,28,53,Trąbczyn d 6ten Aprill 1805.,v Triebenfeld
15,4920,break,high,short_line+column,0.25,13,53,v Triebenfeld,Carl Titz
15,4921,break,high,short_line+column,0.17,9,53,Carl Titz,Lorenz Goll[?]
15,4922,break,high,short_line+column,0.26,14,53,Lorenz Goll[?],Jozef Exte[q?]s.
15,4923,break,high,short_line,0.3,16,53,Jozef Exte[q?]s.,Paweł [in?]kobowski
15,4924,break,high,short_line+column,0.36,19,53,Paweł [in?]kobowski,Antoni Białkowski
15,4925,break,high,short_line+column,0.32,17,53,Antoni Białkowski,Konstanty Oczykoski mpp.
15,4926,break,high,short_line,0.45,24,53,Konstanty Oczykoski mpp.,Elisabetta di Simony 3 Hufen.
15,4927,break,high,short_line,0.55,29,53,Elisabetta di Simony 3 Hufen.,xxx Andreas Berlinsky
15,4928,break,high,short_line+column,0.4,21,53,xxx Andreas Berlinsky,xxx Daniel Poill
15,4929,break,high,short_line+column,0.3,16,53,xxx Daniel Poill,xxx Johan Friedrich Melzer 2 Huffen
15,4937,break,high,short_line+column,0.68,19,28,Johann Hoffmann xxx,Martin Bloch xxx
15,4938,break,high,short_line+column,0.57,16,28,Martin Bloch xxx,P[ro] M[emoria]
15,4939,run,review,short_line,0.54,15,28,P[ro] M[emoria],Von denen verliehenen: 270 Hufen
15,4943,break,high,rubric,1.32,37,28,"zelt und dismembriret haben, nehmlich",1. an Kuh[n?]t et Consorten: 42 Hufen
15,4944,break,high,rubric,1.32,37,28,1. an Kuh[n?]t et Consorten: 42 Hufen,2. Henrichs: 6.
15,4945,break,high,rubric,0.54,15,28,2. Henrichs: 6.,3. Christoph Schönfisch 1 Hufe 5 Morg 9 R
15,4946,break,high,rubric,1.46,41,28,3. Christoph Schönfisch 1 Hufe 5 Morg 9 R,4. Kienast et Consorten: 40
15,4947,break,high,rubric,0.96,27,28,4. Kienast et Consorten: 40,5. Kienast et Consorten: 4
15,4948,break,high,rubric,0.93,26,28,5. Kienast et Consorten: 4,6. Tschachmann: 20
15,4949,break,high,rubric,0.64,18,28,6. Tschachmann: 20,7. Seymert: 3
15,4950,break,high,rubric,0.46,13,28,7. Seymert: 3,8. Hemmerling et Schiritz: 18
15,4951,break,high,rubric,1.04,29,28,8. Hemmerling et Schiritz: 18,9. Stephyn et Consorten: 10
15,4952,break,high,rubric,0.96,27,28,9. Stephyn et Consorten: 10,10. v. Leski: 6
15,4953,break,high,rubric,0.54,15,28,10. v. Leski: 6,11. Kommer: 6 Hufe 20 Morg
16,4975,break,high,salutation+short_line,0.52,17,33,verlautbaret ist:,Actum Trąbczyn den zwanzigsten December
16,4978,break,high,short_line+column,0.61,20,33,Vor unterschriebenem,Patrimonial Gerichte
16,4979,break,high,short_line+column,0.61,20,33,Patrimonial Gerichte,"erschienen persöhnlich,"
16,4980,break,high,rubric+short_line,0.7,23,33,"erschienen persöhnlich,","1., der Herr Krieges und Forst"
16,4984,run,review,short_line,0.67,22,33,laucht des regierenden,Herrn Fürsten zu Hohenlohe
16,4988,break,high,short_line+column,0.33,11,33,einer Seite,und
16,4989,break,high,rubric+short_line,0.09,3,33,und,"2., Die Einsaaßen"
16,4990,break,high,rubric,0.52,17,33,"2., Die Einsaaßen",1. Martin
16,4996,run,review,short_line,0.59,13,22,Michel Dümmel,"Gottfried Dams, und"
16,5000,break,high,short_line,0.55,12,22,derer Seits.,Comparenten sind denen
16,5007,break,high,short_line,0.5,11,22,zweifel ob.,dieselben declariren Frey¬
16,5011,break,high,rubric,1.05,23,22,Contract zum Protocoll.,§. I.
16,5039,run,review,short_line,0.67,14,21,Martin Giering,Wilhelm Daniel Schulz
16,5042,run,review,short_line,0.62,13,21,Michel Dämmel,Gottfried Damt und
16,5047,break,high,short_line,0.29,6,21,Pacht.,Jede Hufe enthält drey¬
16,5052,break,high,rubric+short_line,0.52,11,21,deburgisch.,§. II.
16,5073,break,high,short_line,0.57,13,23,abzubezahlen.,An jährlichen Erb. Canon
16,5103,break,high,rubric,0.88,21,24,ten gänzlich befreyt.,§. IV.
16,5132,break,high,rubric+short_line,0.51,11,22,stattfinden,§. V.
16,5146,break,high,rubric+short_line,0.19,4,22,fen.,§. VI.
16,5160,break,high,rubric,0.78,16,20,bezahlen dürfen.,§. VII.
16,5170,break,high,rubric+short_line,0.54,11,20,zu einigen.,§. VIII.
16,5193,break,high,rubric,1.05,20,19,eigenthümlich gehört,§. IX.
16,5210,break,high,rubric+short_line,0.38,8,21,beträgt.,§. X.
16,5222,break,high,rubric+short_line,0.48,10,21,schritten.,§. XI.
16,5248,run,review,short_line,0.71,15,21,bei Vererbungen,oder Abstand an Kinder
16,5256,break,high,rubric+short_line,0.38,8,21,befreyt.,§. XII.
16,5288,run,review,short_line,0.68,15,22,währende Zeiten,unablöslich stehen
16,5290,break,high,rubric+short_line,0.36,8,22,bleiben.,§. XIII.
